"location","context","source","target"
"digcomp.outcome.LO1.3.02","Learning outcome LO1.3.02","Recognise functions of data removal, restoration and backup.","Functies van dataverwijdering, -herstel en -back-up herkennen."
"digcomp.outcome.LO1.3.03","Learning outcome LO1.3.03","Identify main properties of digital files and folders.","De belangrijkste eigenschappen van digitale bestanden en mappen herkennen."
"digcomp.outcome.LO1.3.04","Learning outcome LO1.3.04","Recognise, in general terms, the concept of data.","In algemene termen het concept van data herkennen."
"digcomp.outcome.LO1.3.05","Learning outcome LO1.3.05","Download, save, retrieve, move and delete digital files.","Digitale bestanden downloaden, opslaan, ophalen, verplaatsen en verwijderen."
"digcomp.outcome.LO1.3.06","Learning outcome LO1.3.06","Organise and format simple data in a structured digital environment, such as in spreadsheets.","Eenvoudige data organiseren en formatteren in een gestructureerde digitale omgeving, zoals in spreadsheets."
"digcomp.outcome.LO1.3.07","Learning outcome LO1.3.07","Update one's contacts, such as on phone, email or social media.","Eigen contacten bijwerken, bijvoorbeeld op de telefoon, in e-mail of op sociale media."
"digcomp.outcome.LO1.3.08","Learning outcome LO1.3.08","Acknowledge the importance of careful and ethical management of data and information in digital environments.","Het belang inzien van zorgvuldig en ethisch beheer van data en informatie in digitale omgevingen."
"digcomp.outcome.LO1.3.09","Learning outcome LO1.3.09","Recognise that digital files and folders can be (re-)named and organised in a manner desired by the user.","Herkennen dat digitale bestanden en mappen kunnen worden (her)noemd en georganiseerd op een door de gebruiker gewenste manier."
"digcomp.outcome.LO1.3.10","Learning outcome LO1.3.10","Recognise that digital files can be saved to different locations (devices, external storage and cloud services) and transferred from one location to another.","Herkennen dat digitale bestanden op verschillende locaties kunnen worden opgeslagen (apparaten, externe opslag en clouddiensten) en van de ene naar de andere locatie kunnen worden overgezet."
"digcomp.outcome.LO1.3.11","Learning outcome LO1.3.11","Identify common data collection tools and their main functions.","Veelvoorkomende tools voor gegevensverzameling en hun belangrijkste functies herkennen."
"digcomp.outcome.LO1.3.12","Learning outcome LO1.3.12","Define responsibilities associated with using data collection tools.","Verantwoordelijkheden definiëren die verbonden zijn aan het gebruik van tools voor gegevensverzameling."
"digcomp.outcome.LO1.3.13","Learning outcome LO1.3.13","Identify common types of data and their formats.","Veelvoorkomende soorten data en hun formaten herkennen."
"digcomp.outcome.LO1.3.14","Learning outcome LO1.3.14","Apply naming conventions to digital files and hierarchies to digital folders.","Naamgevingsconventies toepassen op digitale bestanden en hiërarchieën op digitale mappen."
"digcomp.outcome.LO1.3.15","Learning outcome LO1.3.15","Manage, save and delete files on digital devices, external storage, and cloud services.","Bestanden beheren, opslaan en verwijderen op digitale apparaten, externe opslag en clouddiensten."
"digcomp.outcome.LO1.3.16","Learning outcome LO1.3.16","Manage information in one's digital accounts, such as email.","Informatie beheren in de eigen digitale accounts, zoals e-mail."
"digcomp.outcome.LO1.3.17","Learning outcome LO1.3.17","Use data collection tools for simple processing of data and information such as quizzes, polls or surveys.","Hulpmiddelen voor gegevensverzameling gebruiken voor eenvoudige verwerking van data en informatie, zoals quizzen, peilingen of enquêtes."
"digcomp.outcome.LO1.3.18","Learning outcome LO1.3.18","Organise and format data in a structured digital environment, such as in spreadsheets.","Data organiseren en formatteren in een gestructureerde digitale omgeving, zoals in spreadsheets."
"digcomp.outcome.LO1.3.19","Learning outcome LO1.3.19","Apply basic formulas to data in a structured digital environment, such as in spreadsheets.","Eenvoudige formules toepassen op data in een gestructureerde digitale omgeving, zoals in spreadsheets."
"digcomp.outcome.LO1.3.20","Learning outcome LO1.3.20","Prioritise ethical and transparent management and processing of data and information in digital environments.","Prioriteit geven aan ethisch en transparant beheer en verwerking van data en informatie in digitale omgevingen."
"digcomp.outcome.LO1.3.21","Learning outcome LO1.3.21","Take account of potential sources of error or inaccuracy in management and processing of data and information in digital environments.","Rekening houden met mogelijke bronnen van fouten of onnauwkeurigheden bij het beheer en de verwerking van data en informatie in digitale omgevingen."
"digcomp.outcome.LO1.3.22","Learning outcome LO1.3.22","Identify possible sources of error or inaccuracy in information or data in digital environments.","Mogelijke bronnen van fouten of onnauwkeurigheden in informatie of data in digitale omgevingen herkennen."
"digcomp.outcome.LO1.3.23","Learning outcome LO1.3.23","Describe the main steps in managing, processing and analysing information and data in digital environments.","De belangrijkste stappen beschrijven bij het beheren, verwerken en analyseren van informatie en data in digitale omgevingen."
"digcomp.outcome.LO1.3.24","Learning outcome LO1.3.24","Describe features of open data (examples, applications, benefits and limitations).","Kenmerken van open data beschrijven (voorbeelden, toepassingen, voordelen en beperkingen)."
"digcomp.outcome.LO1.3.25","Learning outcome LO1.3.25","Describe features of big data (examples, applications, benefits and limitations).","Kenmerken van big data beschrijven (voorbeelden, toepassingen, voordelen en beperkingen)."
"digcomp.outcome.LO1.3.26","Learning outcome LO1.3.26","Apply a variety of functions to transfer and manage data and information in digital environments.","Verschillende functies toepassen om data en informatie in digitale omgevingen over te dragen en te beheren."
"digcomp.outcome.LO1.3.27","Learning outcome LO1.3.27","Use a range of digital tools and methods to collect and process a variety of data and information.","Een reeks digitale tools en methoden gebruiken om een verscheidenheid aan data en informatie te verzamelen en te verwerken."
"digcomp.outcome.LO1.3.28","Learning outcome LO1.3.28","Apply appropriate analysis of information and data in digital environments to contribute to complex decision-making.","Passende analyses van informatie en data in digitale omgevingen toepassen om bij te dragen aan complexe besluitvorming."
"digcomp.outcome.LO1.3.29","Learning outcome LO1.3.29","Assist others with data and information management, processing and analysis in digital environments.","Anderen helpen met het beheer, de verwerking en de analyse van data en informatie in digitale omgevingen."
"digcomp.outcome.LO1.3.30","Learning outcome LO1.3.30","Acknowledge the importance of structuring and documenting data and information in digital environments for the benefit of others.","Het belang inzien van het structureren en documenteren van data en informatie in digitale omgevingen ten behoeve van anderen."
"digcomp.outcome.LO1.3.31","Learning outcome LO1.3.31","Stay informed about digital technological developments in data and information management and analysis.","Op de hoogte blijven van technologische ontwikkelingen op het gebied van data- en informatiebeheer en -analyse."
"digcomp.outcome.LO1.3.32","Learning outcome LO1.3.32","Develop and implement strategies for complex or specialised data and information management, processing and analysis in digital environments.","Strategieën ontwikkelen en implementeren voor complex of gespecialiseerd beheer, verwerking en analyse van data en informatie in digitale omgevingen."
"digcomp.outcome.LO1.3.33","Learning outcome LO1.3.33","Use a variety of tools and methods such as big data techniques or simulations to process, manage or analyse complex data or large volumes of information.","Verschillende tools en methoden zoals big data-technieken of simulaties gebruiken om complexe data of grote hoeveelheden informatie te verwerken, te beheren of te analyseren."
"digcomp.outcome.LO1.3.34","Learning outcome LO1.3.34","Lead or contribute to initiatives that support others in advanced information and data management, processing and analysis in digital environments.","Leiding geven aan of bijdragen aan initiatieven die anderen ondersteunen bij geavanceerd informatie- en databeheer, -verwerking en -analyse in digitale omgevingen."
"digcomp.outcome.LO1.3.35","Learning outcome LO1.3.35","Contribute to improvements in or new solutions for complex data management, processing or analysis in digital environments.","Bijdragen aan verbeteringen in of nieuwe oplossingen voor complex databeheer, -verwerking of -analyse in digitale omgevingen."
"digcomp.outcome.LO2.1.01","Learning outcome LO2.1.01","Acknowledge the importance of taking others' preferences into account in digital communication.","Het belang inzien van het rekening houden met de voorkeuren van anderen in digitale communicatie."
"digcomp.outcome.LO2.1.02","Learning outcome LO2.1.02","Distinguish between synchronous and asynchronous forms of digital communication.","Onderscheid maken tussen synchrone en asynchrone vormen van digitale communicatie."
"digcomp.outcome.LO2.1.03","Learning outcome LO2.1.03","Identify differences between digital and non-digital interactions.","Verschillen herkennen tussen digitale en niet-digitale interacties."
"digcomp.outcome.LO2.1.04","Learning outcome LO2.1.04","Distinguish between physical and virtual realities.","Onderscheid maken tussen fysieke en virtuele realiteiten."
"digcomp.outcome.LO2.1.05","Learning outcome LO2.1.05","Identify basic features and functions of digital communication tools.","Basiskenmerken en -functies van digitale communicatietools herkennen."
"digcomp.outcome.LO2.1.06","Learning outcome LO2.1.06","Identify basic features of virtual assistants (chatbots) and AI systems used in communication contexts.","Basiskenmerken herkennen van virtuele assistenten (chatbots) en AI-systemen die worden gebruikt in communicatiecontexten."
"digcomp.outcome.LO2.1.07","Learning outcome LO2.1.07","Recognise key differences between human-to-machine and human-to-human interactions.","Belangrijke verschillen herkennen tussen mens-machine interacties en mens-tot-mens interacties."
"digcomp.outcome.LO2.1.08","Learning outcome LO2.1.08","Recognise in general terms what a robot is, including their non-human nature.","In algemene termen herkennen wat een robot is, inclusief de niet-menselijke aard ervan."
"digcomp.outcome.LO2.1.09","Learning outcome LO2.1.09","Recognise that humans interact with robots in order to carry out tasks.","Herkennen dat mensen interageren met robots om taken uit te voeren."
"digcomp.outcome.LO2.1.10","Learning outcome LO2.1.10","Use basic features of digital communication tools to interact with individuals and groups.","Basiskenmerken van digitale communicatietools gebruiken om te interageren met individuen en groepen."
"digcomp.outcome.LO2.1.11","Learning outcome LO2.1.11","Acknowledge the importance of tailoring one's digital communication to specific contexts.","Het belang inzien van het afstemmen van de eigen digitale communicatie op specifieke contexten."
"digcomp.outcome.LO2.1.12","Learning outcome LO2.1.12","Recognise that there is a reality-virtuality continuum in digital environments.","Herkennen dat er een realiteit-virtualiteit-continuüm bestaat in digitale omgevingen."
"digcomp.outcome.LO2.1.13","Learning outcome LO2.1.13","Describe main features and functions of a range of digital communication tools.","De belangrijkste kenmerken en functies beschrijven van een reeks digitale communicatietools."
"digcomp.outcome.LO2.1.14","Learning outcome LO2.1.14","Describe benefits and limitations of virtual assistants (chatbots) and AI systems in digital communication contexts.","Voordelen en beperkingen beschrijven van virtuele assistenten (chatbots) en AI-systemen in digitale communicatiecontexten."
"digcomp.outcome.LO2.1.15","Learning outcome LO2.1.15","Identify contexts in which asynchronous or synchronous digital communication, or non-digital communication, may work best.","Contexten herkennen waarin asynchrone of synchrone digitale communicatie, of niet-digitale communicatie, het beste werkt."
"digcomp.outcome.LO2.1.16","Learning outcome LO2.1.16","Identify key features of robots (such as sensors, software, motion controls and human interface).","Belangrijke kenmerken van robots herkennen (zoals sensoren, software, bewegingsregelaars en menselijke interface)."
"digcomp.outcome.LO2.1.17","Learning outcome LO2.1.17","Define examples of how humans can interact with robots.","Voorbeelden definiëren van hoe mensen met robots kunnen interageren."
"digcomp.outcome.LO2.1.18","Learning outcome LO2.1.18","Recognise that robots can operate with varying degrees of autonomy.","Herkennen dat robots kunnen werken met verschillende mate van autonomie."
"digcomp.outcome.LO2.1.19","Learning outcome LO2.1.19","Select suitable communication means and tools, considering digital and non-digital options, for a given context or purpose.","Geschikte communicatiemiddelen en -tools selecteren, rekening houdend met digitale en niet-digitale opties, voor een bepaalde context of doel."
"digcomp.outcome.LO2.1.20","Learning outcome LO2.1.20","Develop and refine questions, commands or statements (prompts) for virtual assistants (chatbots) and AI systems to support non-complex digital interactions.","Vragen, commando's of verklaringen (prompts) ontwikkelen en verfijnen voor virtuele assistenten (chatbots) en AI-systemen ter ondersteuning van niet-complexe digitale interacties."
"digcomp.outcome.LO2.1.21","Learning outcome LO2.1.21","Use multiple features of a variety of digital communication tools to interact with and manage individuals, groups and channels.","Meerdere kenmerken van verschillende digitale communicatietools gebruiken om te interageren met en het beheren van individuen, groepen en kanalen."
"digcomp.outcome.LO2.1.22","Learning outcome LO2.1.22","Continually adapt communication in digital environments in response to a variety of contexts.","Communicatie in digitale omgevingen voortdurend aanpassen als reactie op een verscheidenheid aan contexten."
"digcomp.outcome.LO2.1.23","Learning outcome LO2.1.23","Combine digital communication tools and methods for complex communication tasks.","Digitale communicatietools en -methoden combineren voor complexe communicatietaken."
"digcomp.outcome.LO2.1.24","Learning outcome LO2.1.24","Systematically develop and progressively refine questions, commands or statements (prompts) for AI systems to handle complex digital interactions.","Systematisch vragen, commando's of verklaringen (prompts) voor AI-systemen ontwikkelen en geleidelijk verfijnen om complexe digitale interacties af te handelen."
"digcomp.outcome.LO2.1.25","Learning outcome LO2.1.25","Assess benefits and disadvantages of robotic applications in a specific context.","Voordelen en nadelen van robottoepassingen in een specifieke context beoordelen."
"digcomp.outcome.LO2.1.26","Learning outcome LO2.1.26","Assist others to assess and select suitable digital communication tools for a given purpose.","Anderen helpen bij het beoordelen en selecteren van geschikte digitale communicatietools voor een bepaald doel."
"digcomp.outcome.LO2.1.27","Learning outcome LO2.1.27","Organise and/or moderate complex digital events.","Organiseren en/of modereren van complexe digitale evenementen."
"digcomp.outcome.LO2.1.28","Learning outcome LO2.1.28","Stay informed about developments in digital communication and interaction tools and methods.","Op de hoogte blijven van ontwikkelingen in tools en methoden voor digitale communicatie en interactie."
"digcomp.outcome.LO2.1.29","Learning outcome LO2.1.29","Assess and combine digital communication and interaction tools for highly complex or novel tasks.","Digitale communicatie- en interactietools beoordelen en combineren voor zeer complexe of nieuwe taken."
"digcomp.outcome.LO2.1.30","Learning outcome LO2.1.30","Provide guidance, support or leadership in the advanced use of digital communication and interaction tools.","Begeleiding, ondersteuning of leiderschap bieden bij het geavanceerde gebruik van digitale communicatie- en interactietools."
"digcomp.outcome.LO2.1.31","Learning outcome LO2.1.31","Lead or contribute to improvements in or new solutions for digital communication or human-machine interaction.","Leiden van of bijdragen aan verbeteringen in of nieuwe oplossingen voor digitale communicatie of mens-machine interactie."
"digcomp.outcome.LO2.2.01","Learning outcome LO2.2.01","Acknowledge the importance of ethical and responsible sharing of information and content in digital environments.","Het belang inzien van ethisch en verantwoord delen van informatie en content in digitale omgevingen."
"digcomp.outcome.LO2.2.02","Learning outcome LO2.2.02","Recognise benefits and risks of sharing information and content in digital environment.","Voordelen en risico's herkennen van het delen van informatie en content in de digitale omgeving."
"digcomp.outcome.LO2.2.03","Learning outcome LO2.2.03","Identify functions and uses of social media, and examples of common social media platforms.","Functies en toepassingen van sociale media herkennen, evenals voorbeelden van veelvoorkomende sociale mediaplatforms."
"digcomp.outcome.LO2.2.04","Learning outcome LO2.2.04","Recognise that individuals can choose how and what they would like to share through digital technologies.","Herkennen dat individuen kunnen kiezen hoe en wat ze willen delen via digitale technologie."
"digcomp.outcome.LO2.2.05","Learning outcome LO2.2.05","Recognise that information and content - not all of which is true or accurate - can be shared in a variety of ways by AI systems as well as humans.","Herkennen dat informatie en content - waarvan niet alles waar of nauwkeurig is - op verschillende manieren kan worden gedeeld door zowel AI-systemen als mensen."
"digcomp.outcome.LO2.2.06","Learning outcome LO2.2.06","Identify purpose and target audience of information and content to be shared in digital environments.","Doel en doelgroep herkennen van informatie en content die gedeeld gaat worden in digitale omgevingen."
"digcomp.outcome.LO2.2.07","Learning outcome LO2.2.07","Use simple processes to share information and content in digital environments appropriately and in accordance with goals.","Eenvoudige processen gebruiken om informatie en content op een passende manier en in overeenstemming met de doelen te delen in digitale omgevingen."
"digcomp.outcome.LO2.2.08","Learning outcome LO2.2.08","Acknowledge the importance of assessing the value and accuracy of information and content prior to sharing it in digital environments.","Het belang inzien van het beoordelen van de waarde en nauwkeurigheid van informatie en content voordat deze in digitale omgevingen wordt gedeeld."
"digcomp.outcome.LO2.2.09","Learning outcome LO2.2.09","Define responsibilities associated with sharing information and content in digital environments.","Verantwoordelijkheden definiëren die verbonden zijn aan het delen van informatie en content in digitale omgevingen."
"digcomp.outcome.LO2.2.10","Learning outcome LO2.2.10","Describe effective and ethical ways to share information and content in a variety of digital environments.","Effectieve en ethische manieren beschrijven om informatie en content te delen in verschillende digitale omgevingen."
"digcomp.outcome.LO2.2.11","Learning outcome LO2.2.11","Assess potential risks, benefits and ethical considerations of sharing information and content in a variety of digital environments.","Mogelijke risico's, voordelen en ethische overwegingen beoordelen van het delen van informatie en content in verschillende digitale omgevingen."
"digcomp.outcome.LO2.2.12","Learning outcome LO2.2.12","Effectively and ethically share information and content in a variety of digital environments.","Informatie en content op een effectieve en ethische manier delen in verschillende digitale omgevingen."
"digcomp.outcome.LO2.2.13","Learning outcome LO2.2.13","Report or flag misinformation and disinformation that has been shared in digital environments.","Misinformatie en desinformatie die gedeeld is in digitale omgevingen rapporteren of markeren."
