"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.82","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.f5f39ea59647","annexes.a2.3_learning_outcomes|table_cell","LO2.2.11","LO2.2.11"
"doc.annexes.a2.3_learning_outcomes.table_cell.fbdbda0048d5","annexes.a2.3_learning_outcomes|table_cell","Assess potential risks, benefits and ethical con siderations of sharing information and content in a variety of digital environments.","Mogelijke risico's, voordelen en ethische overwegingen beoordelen van het delen van informatie en inhoud in verschillende digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.46","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.50","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.83","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.01d2fef8e0f6","annexes.a2.3_learning_outcomes|table_cell","LO2.2.12","LO2.2.12"
"doc.annexes.a2.3_learning_outcomes.table_cell.91e53f2741e5","annexes.a2.3_learning_outcomes|table_cell","Effectively and ethically share information and content in a variety of digital environments.","Informatie en inhoud effectief en ethisch delen in verschillende digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.47","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.51","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.84","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.2efdfc2668f3","annexes.a2.3_learning_outcomes|table_cell","LO2.2.13","LO2.2.13"
"doc.annexes.a2.3_learning_outcomes.table_cell.2ac760401430","annexes.a2.3_learning_outcomes|table_cell","Report or flag misinformation and disinformation that has been shared in digital environments.","Misleidende informatie en desinformatie die gedeeld is in digitale omgevingen rapporteren of markeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.48","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.52","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.85","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.2ef99e2de924","annexes.a2.3_learning_outcomes|table_cell","LO2.2.14","LO2.2.14"
"doc.annexes.a2.3_learning_outcomes.table_cell.85dfeafaf810","annexes.a2.3_learning_outcomes|table_cell","Acknowledge the value of sharing digital information and content to assist others, such as through Open Educational Resources (OER).","De waarde erkennen van het delen van digitale informatie en inhoud om anderen te helpen, bijvoorbeeld via Open Educational Resources (OER)."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.26","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.21","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.29","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.2b0df71486ff","annexes.a2.3_learning_outcomes|table_cell","LO2.2.15","LO2.2.15"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ef101cc9c3c","annexes.a2.3_learning_outcomes|table_cell","Effectively and ethically share information and content in digital environments to support personal, learning or professional goals of oneself and others.","Informatie en inhoud effectief en ethisch delen in digitale omgevingen ter ondersteuning van persoonlijke, leer- of professionele doelen van zichzelf en anderen."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.27","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.53","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.86","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.aee9a2b58418","annexes.a2.3_learning_outcomes|table_cell","LO2.2.16","LO2.2.16"
"doc.annexes.a2.3_learning_outcomes.table_cell.de9f89814b8c","annexes.a2.3_learning_outcomes|table_cell","Advise others on effective and ethical ways to share information and content in digital environments.","Anderen adviseren over effectieve en ethische manieren om informatie en inhoud te delen in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.28","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.54","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.87","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.02cc19351044","annexes.a2.3_learning_outcomes|table_cell","LO2.2.17","LO2.2.17"
"doc.annexes.a2.3_learning_outcomes.table_cell.0fd7bd9d8ec9","annexes.a2.3_learning_outcomes|table_cell","Explore new and alternative means for complex sharing information and content in digital environments.","Nieuwe en alternatieve middelen verkennen voor het complex delen van informatie en inhoud in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.19","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.22","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.88","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8c40783e3b70","annexes.a2.3_learning_outcomes|table_cell","LO2.2.18","LO2.2.18"
"doc.annexes.a2.3_learning_outcomes.table_cell.6fe4afed837a","annexes.a2.3_learning_outcomes|table_cell","Facilitate complex sharing of information and content across a variety of digital technologies.","Het complex delen van informatie en inhoud via verschillende digitale technologieën faciliteren."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.20","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.55","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.89","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.6c91ca3f276f","annexes.a2.3_learning_outcomes|table_cell","LO2.2.19","LO2.2.19"
"doc.annexes.a2.3_learning_outcomes.table_cell.0547ecbfd4d3","annexes.a2.3_learning_outcomes|table_cell","Contribute to complex or specialised initiatives for sharing information and content in digital environments.","Bijdragen aan complexe of gespecialiseerde initiatieven voor het delen van informatie en inhoud in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.21","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.56","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.90","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.9dfc3840bd5e","annexes.a2.3_learning_outcomes|table_cell","LO2.2.20","LO2.2.20"
"doc.annexes.a2.3_learning_outcomes.table_cell.bb17da6fa155","annexes.a2.3_learning_outcomes|table_cell","Lead or contribute to improvements in or new solutions for sharing complex information and content in digital environments.","Leiding geven aan of bijdragen aan verbeteringen in of nieuwe oplossingen voor het delen van complexe informatie en inhoud in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.22","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.57","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.91","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.8b2220f5a76a","annexes.a2.3_learning_outcomes|paragraph","COMPETENCE AREA 2: COMMUNICATION AND COLLABORATION - Competence 2.3 Engaging in citizenship through digital technologies","COMPETENTIEGEBIED 2: COMMUNICATIE EN SAMENWERKING - Competentie 2.3 Betrokkenheid bij burgerschap via digitale technologieën"
"doc.annexes.a2.3_learning_outcomes.paragraph.dddde90bda26.1","annexes.a2.3_learning_outcomes|paragraph","Back to Section 3","Terug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.paragraph.520deb76cd5c","annexes.a2.3_learning_outcomes|paragraph","Proficiency level","Beheersingsniveau"
"doc.annexes.a2.3_learning_outcomes.paragraph.7e287d9b8b2e","annexes.a2.3_learning_outcomes|paragraph","Knowledge, skill or attitude","Kennis, vaardigheid of attitude"
"doc.annexes.a2.3_learning_outcomes.paragraph.e41992cc3ebb","annexes.a2.3_learning_outcomes|paragraph","AI label","AI-label"
"doc.annexes.a2.3_learning_outcomes.paragraph.f20994d59595","annexes.a2.3_learning_outcomes|paragraph","LO2.3.01 Acknowledge the potential benefits of digital technologies for one’s own and others empowerment and participation.","LO2.3.01 De potentiële voordelen erkennen van digitale technologieën voor de eigen empowerment en participatie en die van anderen."
"doc.annexes.a2.3_learning_outcomes.paragraph.54b325701361","annexes.a2.3_learning_outcomes|paragraph","LO2.3.02 Recognise digital citizenship as the ability to participate actively and responsibly in communities through engagement with digital technologies.","LO2.3.02 Digitaal burgerschap herkennen als het vermogen om actief en verantwoord deel te nemen aan gemeenschappen door middel van betrokkenheid bij digitale technologieën."
"doc.annexes.a2.3_learning_outcomes.paragraph.a5e206d2ec2b","annexes.a2.3_learning_outcomes|paragraph","Basic Attitude AI not Implicit or Explicit","Basis Attitude AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.08ab8430ca2d","annexes.a2.3_learning_outcomes|paragraph","Basic Knowledge AI not Implicit or Explicit","Basis Kennis AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.8b3ffe5913bf","annexes.a2.3_learning_outcomes|paragraph","LO2.3.03 Identify examples of civic participation in digital environments. Basic Knowledge AI not Implicit or Explicit","LO2.3.03 Voorbeelden van burgerparticipatie in digitale omgevingen identificeren. Basis Kennis AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.1cfca217a5a2","annexes.a2.3_learning_outcomes|paragraph","LO2.3.04 Recognise that digital technologies - including difficulties in accessing them - can exclude certain groups or individuals.","LO2.3.04 Herkennen dat digitale technologieën — inclusief de moeilijkheden om er toegang toe te krijgen — bepaalde groepen of individuen kunnen uitsluiten."
"doc.annexes.a2.3_learning_outcomes.paragraph.bf56dde6768a","annexes.a2.3_learning_outcomes|paragraph","Basic Knowledge AI-Implicit","Basis Kennis AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.babab0500d97","annexes.a2.3_learning_outcomes|paragraph","LO2.3.05 Recognise that there are laws and regulations to protect the rights of users of digital platforms and services. Basic Knowledge AI-Implicit","LO2.3.05 Herkennen dat er wetten en regels zijn om de rechten van gebruikers van digitale platforms en diensten te beschermen. Basis Kennis AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.74da4da714c9","annexes.a2.3_learning_outcomes|paragraph","LO2.3.06 Identify main purposes and functions of (personally relevant) digital platforms and services. Basic Knowledge AI-Implicit","LO2.3.06 De belangrijkste doelen en functies van (persoonlijk relevante) digitale platforms en diensten identificeren. Basis Kennis AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.69e782b05770","annexes.a2.3_learning_outcomes|paragraph","LO2.3.07 Recognise that individuals can play an active role in reviewing or improving online products and services. Basic Knowledge AI not Implicit or Explicit","LO2.3.07 Herkennen dat individuen een actieve rol kunnen spelen bij het beoordelen of verbeteren van online producten en diensten. Basis Kennis AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.8f35b26e959b","annexes.a2.3_learning_outcomes|paragraph","LO2.3.08 Use digital tools to search for and find communities for civic participation on issues of interest. Basic Skill AI-Implicit LO2.3.09 Use (personally relevant) digital platforms and services, seeking assistance as needed. Basic Skill AI-Implicit LO2.3.10 Prioritise the exploration of ways that digital technologies can enhance one’s civic and societal participation. Intermediate Attitude AI-Implicit","LO2.3.08 Digitale hulpmiddelen gebruiken om te zoeken naar en het vinden van gemeenschappen voor burgerparticipatie over onderwerpen die van belang zijn. Basis Vaardigheid AI-impliciet LO2.3.09 (Persoonlijk relevante) digitale platforms en diensten gebruiken, en hulp zoeken indien nodig. Basis Vaardigheid AI-impliciet LO2.3.10 Prioriteit geven aan het verkennen van manieren waarop digitale technologieën de eigen burgerlijke en maatschappelijke participatie kunnen verbeteren. Gemiddeld Attitude AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.ebaf46e6c785","annexes.a2.3_learning_outcomes|paragraph","LO2.3.11 Acknowledge the importance of identifying excluded or marginalised people and groups in digital environments.","LO2.3.11 Het belang erkennen van het identificeren van uitgesloten of gemarginaliseerde mensen en groepen in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.paragraph.367085a36aec","annexes.a2.3_learning_outcomes|paragraph","Intermediate Attitude AI-Implicit","Gemiddeld Attitude AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.68263528b702","annexes.a2.3_learning_outcomes|paragraph","LO2.3.12 Participate in discussions on digital citizenship topics. Intermediate Attitude AI-Implicit","LO2.3.12 Deelnemen aan discussies over onderwerpen die te maken hebben met digitaal burgerschap. Gemiddeld Attitude AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.7b5d4cb75d51","annexes.a2.3_learning_outcomes|paragraph","LO2.3.13 Recognise that digital participation is the active involvement in society through the use of digital technologies.","LO2.3.13 Herkennen dat digitale participatie de actieve betrokkenheid bij de samenleving is door het gebruik van digitale technologieën."
"doc.annexes.a2.3_learning_outcomes.paragraph.5ae996e0d761","annexes.a2.3_learning_outcomes|paragraph","Intermediate Knowledge AI not Implicit or Explicit","Gemiddeld Kennis AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.39cd4c0f3a7e","annexes.a2.3_learning_outcomes|table_cell","LO2.3.14","LO2.3.14"
"doc.annexes.a2.3_learning_outcomes.table_cell.c69d89490e2e","annexes.a2.3_learning_outcomes|table_cell","Recognise that civic participation occurs along a continuum.","Herkennen dat burgerparticipatie plaatsvindt langs een continuüm."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.49","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.57","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.30","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.9301d1e5767c","annexes.a2.3_learning_outcomes|table_cell","LO2.3.15","LO2.3.15"
"doc.annexes.a2.3_learning_outcomes.table_cell.23cf0cb2db51","annexes.a2.3_learning_outcomes|table_cell","Recognise key freedoms, rights and responsibilities of individuals under relevant digital laws and regulations.","De belangrijkste vrijheden, rechten en verantwoordelijkheden van individuen herkennen onder relevante digitale wetten en regels."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.50","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.58","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.92","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.e6ffa3143e81","annexes.a2.3_learning_outcomes|table_cell","LO2.3.16","LO2.3.16"
"doc.annexes.a2.3_learning_outcomes.table_cell.32c9d571d02d","annexes.a2.3_learning_outcomes|table_cell","Define how to exercise key rights in digital environments.","Definiëren hoe belangrijke rechten in digitale omgevingen kunnen worden uitgeoefend."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.51","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.59","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.93","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.e16903295967","annexes.a2.3_learning_outcomes|table_cell","LO2.3.17","LO2.3.17"
"doc.annexes.a2.3_learning_outcomes.table_cell.89cdfbc5bbcd","annexes.a2.3_learning_outcomes|table_cell","Describe the concept of the platform economy, including opportunities, risks, social and ethical implications.","Het concept van de platformeconomie beschrijven, inclusief kansen, risico's, sociale en ethische implicaties."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.52","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.60","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.94","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.6e1b0b2cac12","annexes.a2.3_learning_outcomes|table_cell","LO2.3.18","LO2.3.18"
"doc.annexes.a2.3_learning_outcomes.table_cell.dc2656ff756c","annexes.a2.3_learning_outcomes|table_cell","Describe the concept and functions of civic monitoring.","Het concept en de functies van burgermonitoring beschrijven."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.53","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.61","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.31","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8394d246106c","annexes.a2.3_learning_outcomes|table_cell","LO2.3.19","LO2.3.19"
"doc.annexes.a2.3_learning_outcomes.table_cell.1414019b1411","annexes.a2.3_learning_outcomes|table_cell","Describe the concept and functions of e-Government.","Het concept en de functies van e-overheid beschrijven."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.54","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.62","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.32","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.e0d64c095e3d","annexes.a2.3_learning_outcomes|table_cell","LO2.3.20","LO2.3.20"
"doc.annexes.a2.3_learning_outcomes.table_cell.d0a0f896fd3f","annexes.a2.3_learning_outcomes|table_cell","Describe how digital technologies such as social media platforms can influence some aspects of basic democracy (for example, distortion of the electoral process).","Beschrijven hoe digitale technologieën zoals sociale-mediaplatforms sommige aspecten van de basisdemocratie kunnen beïnvloeden (bijvoorbeeld vervorming van het verkiezingsproces)."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.55","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.63","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.95","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.bb4896ebe469","annexes.a2.3_learning_outcomes|table_cell","LO2.3.21","LO2.3.21"
"doc.annexes.a2.3_learning_outcomes.table_cell.f0e0129bb28f","annexes.a2.3_learning_outcomes|table_cell","Interact autonomously and effectively with digital platforms and services.","Autonoom en effectief communiceren met digitale platforms en diensten."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.56","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.58","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.96","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.aaa14d0868ff","annexes.a2.3_learning_outcomes|table_cell","LO2.3.22","LO2.3.22"
"doc.annexes.a2.3_learning_outcomes.table_cell.2bdfa12de472","annexes.a2.3_learning_outcomes|table_cell","Assess opportunities, risks, social and ethical implications of the platform economy.","Kansen, risico's, sociale en ethische implicaties van de platformeconomie beoordelen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.57","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.59","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.97","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.9fb6ad23a7ae","annexes.a2.3_learning_outcomes|table_cell","LO2.3.23","LO2.3.23"
"doc.annexes.a2.3_learning_outcomes.table_cell.4974305654f6","annexes.a2.3_learning_outcomes|table_cell","Prioritise the continual exploration of ways in which digital technologies can support empowerment or civic participation.","Prioriteit geven aan het voortdurend verkennen van manieren waarop digitale technologieën empowerment of burgerparticipatie kunnen ondersteunen."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.29","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.23","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.98","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.11e0a5df8a16","annexes.a2.3_learning_outcomes|table_cell","LO2.3.24","LO2.3.24"
"doc.annexes.a2.3_learning_outcomes.table_cell.c0ad53042cdc","annexes.a2.3_learning_outcomes|table_cell","Participate in discussions on digital technologies’ ethical, political and social implications.","Deelnemen aan discussies over de ethische, politieke en sociale implicaties van digitale technologieën."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.30","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.24","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.99","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.df6a10c35e22","annexes.a2.3_learning_outcomes|table_cell","LO2.3.25","LO2.3.25"
"doc.annexes.a2.3_learning_outcomes.table_cell.e127eea59835","annexes.a2.3_learning_outcomes|table_cell","Distinguish between high-risk and prohibited AI systems (according to legislation).","Onderscheid maken tussen AI-systemen met een hoog risico en verboden AI-systemen (volgens de wetgeving)."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.31","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.64","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.16","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
