"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.46","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.05f48a5855cc","annexes.a2.3_learning_outcomes|table_cell","LO2.6.02","LO2.6.02"
"doc.annexes.a2.3_learning_outcomes.table_cell.5c8d16b4b885","annexes.a2.3_learning_outcomes|table_cell","Recognise features of physical and digital identities.","Kenmerken van fysieke en digitale identiteiten herkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.47","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.80","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.47","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.50e8539a4951","annexes.a2.3_learning_outcomes|table_cell","LO2.6.03","LO2.6.03"
"doc.annexes.a2.3_learning_outcomes.table_cell.bf985664c874","annexes.a2.3_learning_outcomes|table_cell","Identify aspects of physical identity that can be linked to digital identity.","Aspecten van fysieke identiteit identificeren die gekoppeld kunnen worden aan digitale identiteit."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.48","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.81","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.48","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8609aac91890","annexes.a2.3_learning_outcomes|table_cell","LO2.6.04","LO2.6.04"
"doc.annexes.a2.3_learning_outcomes.table_cell.4aa447a0e76a","annexes.a2.3_learning_outcomes|table_cell","Recognise digital identity as both a method to authenticate (verify) an individual and the data generated by an individual’s online activities.","Digitale identiteit herkennen als zowel een methode om een persoon te authenticeren (verifiëren) als de gegevens die worden gegenereerd door de online activiteiten van een persoon."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.49","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.82","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.131","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.3635cabd8df0","annexes.a2.3_learning_outcomes|table_cell","LO2.6.05","LO2.6.05"
"doc.annexes.a2.3_learning_outcomes.table_cell.75325f59faf4","annexes.a2.3_learning_outcomes|table_cell","Identify common forms and uses of digital identity.","Veelvoorkomende vormen en toepassingen van digitale identiteit identificeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.50","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.83","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.132","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.7546c1e3f69f","annexes.a2.3_learning_outcomes|paragraph","COMPETENCE AREA 3: CONTENT CREATION - Competence 3.1 Developing digital content","COMPETENTIEGEBIED 3: CONTENTCREATIE - Competentie 3.1 Ontwikkelen van digitale content"
"doc.annexes.a2.3_learning_outcomes.paragraph.dddde90bda26.5","annexes.a2.3_learning_outcomes|paragraph","Back to Section 3","Terug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.b9dfbdea5715","annexes.a2.3_learning_outcomes|table_cell","LO3.1.20","LO3.1.20"
"doc.annexes.a2.3_learning_outcomes.table_cell.c26349042d31","annexes.a2.3_learning_outcomes|table_cell","Support others to develop their capabilities in digital content creation using ethical and responsible approaches.","Anderen ondersteunen bij het ontwikkelen van hun vaardigheden in het creëren van digitale content via ethische en verantwoorde benaderingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.51","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.86","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.133","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.5efe75b0a9dc","annexes.a2.3_learning_outcomes|table_cell","LO3.1.21","LO3.1.21"
"doc.annexes.a2.3_learning_outcomes.table_cell.9dafc1b0cd19","annexes.a2.3_learning_outcomes|table_cell","Promote and support accessibility and inclusivity in digital content creation initiatives.","Toegankelijkheid en inclusiviteit bevorderen en ondersteunen in initiatieven voor het creëren van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.35","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.37","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.134","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.2f500033eae1","annexes.a2.3_learning_outcomes|table_cell","LO3.1.22","LO3.1.22"
"doc.annexes.a2.3_learning_outcomes.table_cell.ed6a86da660a","annexes.a2.3_learning_outcomes|table_cell","Promote and support the selective and ethical use of AI systems in content creation.","Het selectieve en ethische gebruik van AI-systemen bij het creëren van content bevorderen en ondersteunen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.36","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.38","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.25","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.140edecf772f","annexes.a2.3_learning_outcomes|table_cell","LO3.1.23","LO3.1.23"
"doc.annexes.a2.3_learning_outcomes.table_cell.299beccafa75","annexes.a2.3_learning_outcomes|table_cell","Help others to develop advanced digital content creation capabilities.","Anderen helpen bij het ontwikkelen van geavanceerde vaardigheden voor het creëren van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.37","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.87","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.135","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.6e9b74e1c006","annexes.a2.3_learning_outcomes|table_cell","LO3.1.24","LO3.1.24"
"doc.annexes.a2.3_learning_outcomes.table_cell.6e94a572f60a","annexes.a2.3_learning_outcomes|table_cell","Lead or contribute to complex or specialised digital content creation initiatives.","Leiding geven aan of bijdragen aan complexe of gespecialiseerde initiatieven voor het creëren van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.38","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.88","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.136","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8f189e726a19","annexes.a2.3_learning_outcomes|table_cell","LO3.1.25","LO3.1.25"
"doc.annexes.a2.3_learning_outcomes.table_cell.ec7462bd7d89","annexes.a2.3_learning_outcomes|table_cell","Lead or contribute to improvements in or new solutions for complex or specialised digital content.","Leiding geven aan of bijdragen aan verbeteringen in of nieuwe oplossingen voor complexe of gespecialiseerde digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.39","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.89","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.137","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.d240e8934ccb","annexes.a2.3_learning_outcomes|paragraph","COMPETENCE AREA 3: CONTENT CREATION - Competence 3.2 Integrating and re-elaborating digital content","COMPETENTIEGEBIED 3: CONTENTCREATIE - Competentie 3.2 Integreren en herbewerken van digitale content"
"doc.annexes.a2.3_learning_outcomes.paragraph.dddde90bda26.6","annexes.a2.3_learning_outcomes|paragraph","Back to Section 3","Terug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.c21b6b14b1a9","annexes.a2.3_learning_outcomes|table_cell","LO3.2.16","LO3.2.16"
"doc.annexes.a2.3_learning_outcomes.table_cell.d6a9db6e397c","annexes.a2.3_learning_outcomes|table_cell","Describe a range of methods for complex digital content integration and re-elaboration.","Een reeks methoden beschrijven voor de integratie en herbewerking van complexe digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.52","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.84","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.138","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.9068c9f96e76","annexes.a2.3_learning_outcomes|table_cell","LO3.2.17","LO3.2.17"
"doc.annexes.a2.3_learning_outcomes.table_cell.2fee79eb039e","annexes.a2.3_learning_outcomes|table_cell","Describe appropriate and inappropriate uses of AI systems to enhance digital content integration or re- elaboration of complex tasks.","Passend en ongepast gebruik van AI-systemen beschrijven om de integratie van digitale content of de herbewerking van complexe taken te verbeteren."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.53","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.85","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.26","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.6c780a3553f4","annexes.a2.3_learning_outcomes|table_cell","LO3.2.18","LO3.2.18"
"doc.annexes.a2.3_learning_outcomes.table_cell.c0413dc34416","annexes.a2.3_learning_outcomes|table_cell","Adjust or integrate a variety of digital content to meet complex format, structure, and audience requirements.","Een verscheidenheid aan digitale content aanpassen of integreren om te voldoen aan complexe vereisten voor formaat, structuur en publiek."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.54","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.90","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.139","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.238ad8bed396","annexes.a2.3_learning_outcomes|table_cell","LO3.2.19","LO3.2.19"
"doc.annexes.a2.3_learning_outcomes.table_cell.4bf3311b9f2d","annexes.a2.3_learning_outcomes|table_cell","Apply digital technologies in a selective, ethical and transparent way to apply complex integration or re- elaboration to digital content.","Digitale technologieën op een selectieve, ethische en transparante manier inzetten om complexe integratie of herbewerking toe te passen op digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.55","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.91","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.140","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.b2bba0a3e2f1","annexes.a2.3_learning_outcomes|table_cell","LO3.2.20","LO3.2.20"
"doc.annexes.a2.3_learning_outcomes.table_cell.e381d4498144","annexes.a2.3_learning_outcomes|table_cell","Support others to develop their capabilities in digital content integration and re-elaboration.","Anderen ondersteunen bij het ontwikkelen van hun vaardigheden in de integratie en herbewerking van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.56","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.92","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.141","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ffb9f6c1bb20","annexes.a2.3_learning_outcomes|table_cell","LO3.2.21","LO3.2.21"
"doc.annexes.a2.3_learning_outcomes.table_cell.8afd55846f5a","annexes.a2.3_learning_outcomes|table_cell","Promote and support ethical and transparent practices in digital content integration and re-elaboration.","Ethische en transparante praktijken in de integratie en herbewerking van digitale content bevorderen en ondersteunen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.40","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.39","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.142","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.4da25ab2087c","annexes.a2.3_learning_outcomes|table_cell","LO3.2.22","LO3.2.22"
"doc.annexes.a2.3_learning_outcomes.table_cell.b884fa109ced","annexes.a2.3_learning_outcomes|table_cell","Stay informed about digital technological developments in digital content integration and re-elaboration, including their technical and ethical implications.","Op de hoogte blijven van technologische ontwikkelingen op het gebied van de integratie en herbewerking van digitale content, inclusief hun technische en ethische implicaties."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.41","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.40","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.143","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.966f9861499f","annexes.a2.3_learning_outcomes|table_cell","LO3.2.23","LO3.2.23"
"doc.annexes.a2.3_learning_outcomes.table_cell.7b9cd56b4ea9","annexes.a2.3_learning_outcomes|table_cell","Evaluate and apply advanced design and data visualisation techniques to complex or specialised digital content integration and re-elaboration.","Geavanceerde ontwerp- en datavisualisatietechnieken evalueren en toepassen op complexe of gespecialiseerde integratie en herbewerking van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.42","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.93","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.144","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.c405a8ef3a0b","annexes.a2.3_learning_outcomes|table_cell","LO3.2.24","LO3.2.24"
"doc.annexes.a2.3_learning_outcomes.table_cell.443e258c1946","annexes.a2.3_learning_outcomes|table_cell","Assist others with complex digital content integration and re-elaboration tasks.","Anderen helpen bij taken voor complexe integratie en herbewerking van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.43","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.94","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.145","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.11df27ce9555","annexes.a2.3_learning_outcomes|table_cell","LO3.2.25","LO3.2.25"
"doc.annexes.a2.3_learning_outcomes.table_cell.4532deff2f73","annexes.a2.3_learning_outcomes|table_cell","Lead or contribute to complex digital content integration or re-elaboration initiatives.","Leiding geven aan of bijdragen aan initiatieven voor de integratie of herbewerking van complexe digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.44","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.95","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.146","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ba5952f2e4e7","annexes.a2.3_learning_outcomes|table_cell","LO3.2.26","LO3.2.26"
"doc.annexes.a2.3_learning_outcomes.table_cell.cc0cf23d8630","annexes.a2.3_learning_outcomes|table_cell","Lead or contribute to improvements in or new solutions for digital complex content integration or re-elaboration.","Leiding geven aan of bijdragen aan verbeteringen in of nieuwe oplossingen voor de integratie of herbewerking van complexe digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.45","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.96","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.147","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.56e3387dfce5","annexes.a2.3_learning_outcomes|paragraph","COMPETENCE AREA 3: CONTENT CREATION - Competence 3.3 Copyright and licences","COMPETENTIEGEBIED 3: CONTENTCREATIE - Competentie 3.3 Auteursrecht en licenties"
"doc.annexes.a2.3_learning_outcomes.paragraph.dddde90bda26.7","annexes.a2.3_learning_outcomes|paragraph","Back to Section 3","Terug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.7f105e626849.8","annexes.a2.3_learning_outcomes|table_cell","ID","ID"
"doc.annexes.a2.3_learning_outcomes.table_cell.6b3e8b9eee21.8","annexes.a2.3_learning_outcomes|table_cell","Learning Outcome","Leerresultaat"
"doc.annexes.a2.3_learning_outcomes.table_cell.58455a4223da.8","annexes.a2.3_learning_outcomes|table_cell","Proficiency level","Beheersingsniveau"
"doc.annexes.a2.3_learning_outcomes.table_cell.7749ae779807.8","annexes.a2.3_learning_outcomes|table_cell","Knowledge, skill or attitude","Kennis, vaardigheid of attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.37f41acb6b6e.8","annexes.a2.3_learning_outcomes|table_cell","AI label","AI-label"
"doc.annexes.a2.3_learning_outcomes.table_cell.6f20933dd18e","annexes.a2.3_learning_outcomes|table_cell","LO3.3.01","LO3.3.01"
"doc.annexes.a2.3_learning_outcomes.table_cell.fb36c8bc9603","annexes.a2.3_learning_outcomes|table_cell","Recognise that the internet is not a fully free space: individuals’ data can be monetised, and individuals may need permission to use content found.","Herkennen dat het internet geen volledig vrije ruimte is: gegevens van individuen kunnen te gelde worden gemaakt, en individuen hebben mogelijk toestemming nodig om gevonden content te gebruiken."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.51","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.86","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.148","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ff0187074afc","annexes.a2.3_learning_outcomes|table_cell","LO3.3.02","LO3.3.02"
"doc.annexes.a2.3_learning_outcomes.table_cell.b39200d64467","annexes.a2.3_learning_outcomes|table_cell","Recognise, in general terms, the concepts of copyright and licence in digital contexts.","In algemene termen de begrippen auteursrecht en licentie in digitale contexten herkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.52","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.87","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.49","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ddc9a08a15c7","annexes.a2.3_learning_outcomes|table_cell","LO3.3.03","LO3.3.03"
"doc.annexes.a2.3_learning_outcomes.table_cell.4089c6c3ad2f","annexes.a2.3_learning_outcomes|table_cell","Recognise that an individual’s original digital content is automatically copyrighted.","Herkennen dat op de originele digitale content van een individu automatisch auteursrecht rust."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.53","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.88","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.50","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.6c051cef600e","annexes.a2.3_learning_outcomes|table_cell","LO3.3.04","LO3.3.04"
"doc.annexes.a2.3_learning_outcomes.table_cell.42d0e9dc4430","annexes.a2.3_learning_outcomes|table_cell","Recognise that different kinds of copyright and licences apply to digital content, including AI-generated content, and that these determine how content can be used and shared.","Herkennen dat er verschillende soorten auteursrechten en licenties van toepassing zijn op digitale content, inclusief door AI gegenereerde content, en dat deze bepalen hoe content kan worden gebruikt en gedeeld."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.54","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.89","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
