"location","context","source","target"
"doc.colophon.paragraph.1e1413e2f304","colophon|paragraph","For any use or reproduction of photos or other material that is not owned by the European Union permission must be sought directly from the copyright holders. The European Union does not own the copyright in relation to the following elements:","Voor elk gebruik of elke reproductie van foto's of ander materiaal waarvan de eigendom niet bij de Europese Unie berust, moet rechtstreeks toestemming worden gevraagd aan de houders van het auteursrecht. De Europese Unie bezit niet het auteursrecht met betrekking tot de volgende elementen:"
"doc.colophon.paragraph.00da8488d43b","colophon|paragraph","Decorative elements: © Visual Generation / stock.adobe.com","Decoratieve elementen: © Visual Generation / stock.adobe.com"
"doc.colophon.paragraph.3a026b672566","colophon|paragraph","Chapters images: © fizkes / stock.adobe.com, © Tongpool / stock.adobe.com, © ookawaphoto / stock.adobe.com, © insta_photos / stock.adobe.com, © Jacob Lund / stock.adobe.com","Afbeeldingen bij hoofdstukken: © fizkes / stock.adobe.com, © Tongpool / stock.adobe.com, © ookawaphoto / stock.adobe.com, © insta_photos / stock.adobe.com, © Jacob Lund / stock.adobe.com"
"doc.colophon.paragraph.b3abb4fc0967","colophon|paragraph","How to cite this report: Cosgrove, J. and Cachia, R., DigComp 3.0: European Digital Competence Framework - Fifth Edition, Publications Office of the European Union, Luxembourg, 2025, https://data.europa.eu/doi/10.2760/0001149, JRC144121.","Hoe dit verslag te citeren: Cosgrove, J. en Cachia, R., DigComp 3.0: European Digital Competence Framework - Fifth Edition, Bureau voor publicaties van de Europese Unie, Luxemburg, 2025, https://data.europa.eu/doi/10.2760/0001149, JRC144121."
"doc.colophon.paragraph.afd1b22d7d5d","colophon|paragraph","Layout: Carmen Capote de la Calle","Lay-out: Carmen Capote de la Calle"
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.1b82ec46ef86","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","The published DigComp materials can be re-used – meaning copied, redistributed in any format, adapted, translated, combined or transformed. The European Commission is not liable for any consequences stemming from the reuse.","De gepubliceerde DigComp-materialen kunnen worden hergebruikt – dat wil zeggen gekopieerd, herverdeeld in elk formaat, aangepast, vertaald, gecombineerd of getransformeerd. De Europese Commissie is niet aansprakelijk voor de gevolgen van het hergebruik."
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.c3870eb49fd2","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","If re-using, the source should be acknowledged – including both the reference to the source and the link to the source.","Bij hergebruik moet de bron worden vermeld – met inbegrip van zowel de verwijzing naar de bron als de link naar de bron."
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.2ff711a6a75f","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","It is not permitted to use the logo of the European Commission in any modified versions.","Het is niet toegestaan het logo van de Europese Commissie te gebruiken in gewijzigde versies."
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.11a986760ceb","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","It is not permitted to knowingly distort the original meaning or intent of the published DigComp materials.","Het is niet toegestaan de oorspronkelijke betekenis of bedoeling van de gepubliceerde DigComp-materialen opzettelijk te verdraaien."
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.73d872a35946","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","For modified, adapted or translated versions of the published DigComp materials, please:","Voor gewijzigde, aangepaste of vertaalde versies van de gepubliceerde DigComp-materialen wordt u verzocht het volgende te doen:"
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.fd5f7d0aa498","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","indicate the changes made, the responsible author(s) and/or organisation(s)","geef de aangebrachte wijzigingen en de verantwoordelijke auteur(s) en/of organisatie(s) aan"
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.dc49ff6e0e2a","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","include a statement declaring that the Commission is not responsible for the modified, adapted or translated version","voeg een verklaring toe waarin wordt gesteld dat de Commissie niet verantwoordelijk is voor de gewijzigde, aangepaste of vertaalde versie"
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.4b8ea93234bb","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","avoid implying that the European Commission endorses the modified, adapted or translated version","vermijd de suggestie dat de Europese Commissie de gewijzigde, aangepaste of vertaalde versie onderschrijft"
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.2a8895fd6a16","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","avoid reproducing unique identifiers (e.g. ISBN, doi) for purposes other than to refer to the source.","vermijd het reproduceren van unieke identificatiemiddelen (bijv. ISBN, doi) voor andere doeleinden dan het verwijzen naar de bron."
"doc.colophon.instructions_for_re-using_the_digcomp_3.0_framework:.paragraph.dd2aa104611a","colophon.instructions_for_re-using_the_digcomp_3.0_framework:|paragraph","More information: Commission Decision on the reuse of Commission documents (2011)","Meer informatie: Besluit van de Commissie over het hergebruik van documenten van de Commissie (2011)"
"doc.abstract.paragraph.d7d4364217f1","abstract|paragraph","DigComp 3.0 is the fifth edition of the European Digital Competence Framework. It describes knowledge, skills and attitudes that are needed to be digitally competent for daily life, participation in society, working and learning, and can be used with both children and adults. The framework is technology-neutral and is designed to be tailored and adapted for a variety of purposes in education, training and employment contexts. DigComp is intended for individuals and organisations, whether local, regional, national, European or international, which share the common goal of understanding and identifying digital competence needs and supporting their development. It supports EU policies and initiatives on digital skills (such as the Union of Skills, where DigComp is explicitly mentioned, and the Digital Decade Policy Programme) and the societal and economic implications of the digital transformation (such as the AI Continent Action Plan and the European Strategy for a Better Internet for Kids). DigComp 3.0 incorporates digital technological developments, trends and practices that have occurred since 2022, and which have wide-ranging implications for digital competence. It also includes a new section outlining learning outcomes which provides a more granular view of digital competence that allows easy and consistent interpretation and application of the framework, as well as the systematic and transversal integration of AI competence across the framework.","DigComp 3.0 is de vijfde editie van het Europese Referentiekader voor digitale competenties. Het beschrijft de kennis, vaardigheden en houdingen die nodig zijn om digitaal competent te zijn voor het dagelijks leven, deelname aan de samenleving, werk en leren, en kan worden gebruikt voor zowel kinderen als volwassenen. Het kader is technologieneutraal en is ontworpen om te worden afgestemd op en aangepast voor uiteenlopende doeleinden in de context van onderwijs, opleiding en werkgelegenheid. DigComp is bedoeld voor individuen en organisaties, lokaal, regionaal, nationaal, Europees of internationaal, die het gemeenschappelijke doel delen om behoeften aan digitale competenties te begrijpen en te identificeren en de ontwikkeling ervan te ondersteunen. Het ondersteunt het EU-beleid en de EU-initiatieven op het gebied van digitale vaardigheden (zoals de Union of Skills, waarin DigComp expliciet wordt genoemd, en het beleidsprogramma voor het digitale decennium) en de maatschappelijke en economische gevolgen van de digitale transformatie (zoals het AI Continent Action Plan en de Europese strategie voor een beter internet voor kinderen). DigComp 3.0 bevat digitale technologische ontwikkelingen, trends en praktijken die zich sinds 2022 hebben voorgedaan en die verstrekkende gevolgen hebben voor de digitale competentie. Het bevat ook een nieuw gedeelte met leerresultaten, dat een gedetailleerder beeld geeft van de digitale competentie, waardoor een gemakkelijke en consistente interpretatie en toepassing van het kader mogelijk is, evenals de systematische en transversale integratie van AI-competentie in het gehele kader."
"doc.abstract.expert_contributors.paragraph.9ea8007c0abc","abstract.expert_contributors|paragraph","This framework has been developed with the expert advice of Ulrike Domany-Funtan, Anastasia Economou, Māra Jākobsone, Lidija Kralj, Stefano Kluzer, Luis Pereira, Yves Punie, Attila Rausch, Arianna Sala, Roland Stürz and Riina Vuorikari.","Dit kader is ontwikkeld met het deskundig advies van Ulrike Domany-Funtan, Anastasia Economou, Māra Jākobsone, Lidija Kralj, Stefano Kluzer, Luis Pereira, Yves Punie, Attila Rausch, Arianna Sala, Roland Stürz en Riina Vuorikari."
"doc.foreword.paragraph.85a09ede080b","foreword|paragraph","The importance of equipping individuals in Europe with robust digital skills cannot be overstated. As our societies increasingly rely on digital technologies including the","Het belang van het toerusten van individuen in Europa met robuuste digitale vaardigheden kan niet genoeg worden benadrukt. Naarmate onze samenlevingen steeds afhankelijker worden van digitale technologieën, waaronder de"
"doc.foreword.paragraph.9ceaf2e2aa2c","foreword|paragraph","widespread diffusion of AI, the need for digital competence becomes essential for both personal and professional growth.","wijdverbreide verspreiding van AI, wordt de behoefte aan digitale competentie essentieel voor zowel persoonlijke als professionele groei."
"doc.foreword.paragraph.62031a6b79ca","foreword|paragraph","The Digital Competence Framework (DigComp) outlines the knowledge, skills and attitudes that individuals need to be digitally competent and operational in today’s world. Since its initial publication in 2013, DigComp’s comprehensive scope, scientific robustness and adaptability have driven its widespread adoption in employment, education and training initiatives at international, European, national, regional and local levels. It is also the basis for the Digital Skills Indicator (DSI) to measure digital skills in the European Union (EU) as part of the Digital Decade Policy Programme.","Het Referentiekader voor digitale competenties (DigComp) schetst de kennis, vaardigheden en houdingen die individuen nodig hebben om digitaal competent en operationeel te zijn in de wereld van vandaag. Sinds de eerste publicatie in 2013 hebben de brede reikwijdte, wetenschappelijke robuustheid en aanpasbaarheid van DigComp geleid tot een wijdverspreide toepassing in initiatieven op het gebied van werkgelegenheid, onderwijs en opleiding op internationaal, Europees, nationaal, regionaal en lokaal niveau. Het vormt ook de basis voor de Digital Skills Indicator (DSI) om digitale vaardigheden in de Europese Unie (EU) te meten als onderdeel van het beleidsprogramma voor het digitale decennium."
"doc.foreword.paragraph.a476f3c29e69","foreword|paragraph","DigComp 3.0, the fifth edition of the framework, is developed by the European Commission’s Joint Research Centre (JRC) in collaboration with the Directorate-General for Employment, Social Affairs and Inclusion (DG EMPL). Aligned with major European policies, DigComp 3.0 also integrates key rights and obligations under EU digital regulations.","DigComp 3.0, de vijfde editie van het kader, is ontwikkeld door het Gemeenschappelijk Centrum voor onderzoek (JRC) van de Europese Commissie in samenwerking met het directoraat-generaal Werkgelegenheid, Sociale Zaken en Inclusie (DG EMPL). DigComp 3.0 is afgestemd op het belangrijkste Europese beleid en integreert ook de belangrijkste rechten en verplichtingen op grond van de digitale regelgeving van de EU."
"doc.foreword.paragraph.19562e008472","foreword|paragraph","This iteration introduces substantial content updates to reflect advancements in AI, cybersecurity, digital rights, choice and responsibility, wellbeing, and the need to tackle increased misinformation. These updates ensure that the framework remains relevant and comprehensive in defining digital competence. DigComp 3.0 includes, for the first time, a learning outcomes approach. This is a well-established policy and practical tool which helps to ensure that the framework is easily and consistently interpreted and applied. Additionally, a linked open data supplement enhances its interface with other machine-readable information, offering new avenues to analyse and bridge digital skills gaps across Europe.","Deze versie introduceert aanzienlijke inhoudelijke updates om de vooruitgang in AI, cyberbeveiliging, digitale rechten, keuze en verantwoordelijkheid, welzijn en de noodzaak om de toegenomen misinformatie aan te pakken, te weerspiegelen. Deze updates zorgen ervoor dat het kader relevant en alomvattend blijft bij het definiëren van digitale competentie. DigComp 3.0 bevat voor het eerst een aanpak op basis van leerresultaten. Dit is een beproefd beleidsinstrument en praktisch hulpmiddel dat helpt om ervoor te zorgen dat het kader gemakkelijk en consistent wordt geïnterpreteerd en toegepast. Bovendien verbetert een supplement met gekoppelde open data de interface met andere machineleesbare informatie, wat nieuwe wegen biedt om de kloof in digitale vaardigheden in heel Europa te analyseren en te overbruggen."
"doc.foreword.paragraph.9af7b7551b06","foreword|paragraph","This ambitious version of DigComp underscores the critical role of digital skills for all citizens in Europe, to ensure participation in society, learning, work and social inclusion.","Deze ambitieuze versie van DigComp onderstreept de cruciale rol van digitale vaardigheden voor alle burgers in Europa, om deelname aan de samenleving, leren, werk en sociale inclusie te waarborgen."
"doc.foreword.paragraph.13aa52ce3b78","foreword|paragraph","Manuela Geleng\nDirector\nEMPL B – Jobs and Skills\nDG Employment, Social Affairs and Inclusion\nEuropean Commission","Manuela Geleng\nDirecteur\nEMPL B – Banen en Vaardigheden\nDG Werkgelegenheid, Sociale Zaken en Inclusie\nEuropese Commissie"
"doc.foreword.paragraph.777ecd2d3903","foreword|paragraph","Francesca Campolongo\nDirector\nDirectorate T – Digital Transformation and Data\nJoint Research Centre European Commission","Francesca Campolongo\nDirecteur\nDirectoraat T – Digitale Transformatie en Gegevens\nGemeenschappelijk Centrum voor onderzoek, Europese Commissie"
"doc.acknowledgements.paragraph.24a870e4bb97","acknowledgements|paragraph","DigComp 3.0 has been published thanks to the contributions and support of many individuals and organisations. We are grateful to the 42 experts who participated in initial meetings in June and October 2024 and in the validation workshop in June 2025: Giovanni Adorni, Michela Bastianelli, Olena Bekh, Denis Bertinchamps, Antonio Blasco López, Paula Bleckman, Linda Castañeda, Jonatan Castaño Muñoz, Stephane Chaudron, Cristina Costa, Mads Ronald Dahl, Veronica Ellis, Neil Farren, Luís Fernández Sanz, Andrei Frank, Ismael García- Varea, María Jesús García San Martín, Angeliki Giannakopoulou, Montse Guitert, Theodora Kakouri, Linda Keane, Kari Kivinen, Dmitrijs Kulss, Roberto Lejarzegi, Olivia Levrini, Margarida Lucas, Cristina Pantiru, Georg Pirker, Anastasia Pouliou, Michaela Preuner, Marelle Rice, Alexander Schmölz, Panagiotis Skiniotis, Vasileios Symeonidis, Iñaki Tellería Olabarrieta, Françoise Tort, Karen Triquet, Sandra Troia, Luis Francisco Vargas-Madriz, Monica Ward, and Daniel Wisiniewski. We also would like to thank Karolina Jakubowska and Ruth Santos O’Brien for supporting the work with experts during 2024.","DigComp 3.0 is gepubliceerd dankzij de bijdragen en steun van vele individuen en organisaties. Wij zijn de 42 experts dankbaar die hebben deelgenomen aan de eerste bijeenkomsten in juni en oktober 2024 en aan de validatieworkshop in juni 2025: Giovanni Adorni, Michela Bastianelli, Olena Bekh, Denis Bertinchamps, Antonio Blasco López, Paula Bleckman, Linda Castañeda, Jonatan Castaño Muñoz, Stephane Chaudron, Cristina Costa, Mads Ronald Dahl, Veronica Ellis, Neil Farren, Luís Fernández Sanz, Andrei Frank, Ismael García-Varea, María Jesús García San Martín, Angeliki Giannakopoulou, Montse Guitert, Theodora Kakouri, Linda Keane, Kari Kivinen, Dmitrijs Kulss, Roberto Lejarzegi, Olivia Levrini, Margarida Lucas, Cristina Pantiru, Georg Pirker, Anastasia Pouliou, Michaela Preuner, Marelle Rice, Alexander Schmölz, Panagiotis Skiniotis, Vasileios Symeonidis, Iñaki Tellería Olabarrieta, Françoise Tort, Karen Triquet, Sandra Troia, Luis Francisco Vargas-Madriz, Monica Ward, en Daniel Wisiniewski. We willen ook Karolina Jakubowska en Ruth Santos O’Brien bedanken voor hun ondersteuning van het werk met de experts in 2024."
"doc.acknowledgements.paragraph.2d5f3bba8b94","acknowledgements|paragraph","Thanks to the 260 individuals and organisations from 24 Member States who took part in the DigComp stakeholder consultation, and the 174 individuals who provided feedback to the consultation in April 2025.","Met dank aan de 260 personen en organisaties uit 24 lidstaten die hebben deelgenomen aan de DigComp-stakeholderconsultatie, en de 174 personen die in april 2025 feedback hebben gegeven op de consultatie."
"doc.acknowledgements.paragraph.8cb0cdb11a75","acknowledgements|paragraph","We are very grateful to all EC colleagues who have supported, reviewed and provided guidance during this project, namely Ann Branch, Ana Carrero, Julie Fionda, Michael Horgan, Koen Nomden, Céline Jambon, Chiara Riondino, and Melina Tasiovasilis (DG.EMPL), Dana Verbal, Ivana Vrhovski, Simona Petkova (DG.EAC), Johannes Boermann (SG.REFORM), Alina Brebenel (DIGIT), Giulia Carsaniga, Vitis Faure Tilgaard, Giuliana Paes Kotkievicz (DG.CNECT), Antti Luukas Veivo (DG.COMM), Bernd-Roland Killmann (DG.SJ), Nikolaos Apostolou (DG.AGRI), Kari Kivinen, Antoine Aubert, Claire Castel, Véronique Delforge, Ziga Drobnic and Harrie Temminik (EUIPO); to Francesca Campolongo, Michele Vespe, Eva Martinez Rodriguez, Montserrat Lopez-Cóbo, Alice Bertoletti, Clara Centeno, César Herrero, Daniel Villar-Onrubia, Sandrine Wattraint, Isabel Gaton, Silvia Sarti, Sofia Kekampanou, Javier Picon Lorca, Carmen Capote de la Calle, Miriam Giubilei, Francesca Siciliano, Michele Chinosi, Alessandro Miola, Irena Mitton, Andrea Musumeci, Guia Bianchi, Alexander Kotzev, Mario Scharfbillig and Tatiana Somia (JRC).","We zijn alle collega's van de EC die dit project hebben ondersteund, beoordeeld en begeleid zeer dankbaar, namelijk Ann Branch, Ana Carrero, Julie Fionda, Michael Horgan, Koen Nomden, Céline Jambon, Chiara Riondino en Melina Tasiovasilis (DG.EMPL), Dana Verbal, Ivana Vrhovski, Simona Petkova (DG.EAC), Johannes Boermann (SG.REFORM), Alina Brebenel (DIGIT), Giulia Carsaniga, Vitis Faure Tilgaard, Giuliana Paes Kotkievicz (DG.CNECT), Antti Luukas Veivo (DG.COMM), Bernd-Roland Killmann (DG.SJ), Nikolaos Apostolou (DG.AGRI), Kari Kivinen, Antoine Aubert, Claire Castel, Véronique Delforge, Ziga Drobnic en Harrie Temminik (EUIPO); aan Francesca Campolongo, Michele Vespe, Eva Martinez Rodriguez, Montserrat Lopez-Cóbo, Alice Bertoletti, Clara Centeno, César Herrero, Daniel Villar-Onrubia, Sandrine Wattraint, Isabel Gaton, Silvia Sarti, Sofia Kekampanou, Javier Picon Lorca, Carmen Capote de la Calle, Miriam Giubilei, Francesca Siciliano, Michele Chinosi, Alessandro Miola, Irena Mitton, Andrea Musumeci, Guia Bianchi, Alexander Kotzev, Mario Scharfbillig en Tatiana Somia (JRC)."
"doc.acknowledgements.paragraph.4e6a00174e32","acknowledgements|paragraph","Thanks to our collaborators in ALL DIGITAL, the Digital Education Hub, and the Digital Skills and Jobs Platform for supporting awareness-raising on the development of DigComp 3.0, and to the individuals and organisations that responded to the call for submissions on their work on DigComp: Aarhus University, ALL DIGITAL, Servicios Públicos de Empleo de CCAA y SEPE, AUPEX, CERTIPASS, Cruz Roja Española y Fundación Secretariado Gitano, Digital Skills Office at OeAD, Dipartimento della funzione pubblica, Diputació de Barcelona, Education and Youth Board (Harno), European Council for Steiner Waldorf Education, Finnish National Board of Education, fit4internet, Fundación Cibervoluntarios, HAN University of Applied Sciences, ICDL Foundation, IDCERT, Junta de Castilla y León, Junta de Castilla y León, Latvian Information and Communication Technology Association, Liceo BR Motzo, Lyceum Sykhivsky, National Academy of Medical Sciences of Ukraine, Pix, Quality and Qualifications Ireland, Repubblica Digitale - Dipartimento per la trasformazione digitale, SCRIPT, Secretaría de Estado de Digitalización e Inteligencia Artificial, Sistemi Formativi Confindustria, SMILE Lab, Socialinnov, Technische Hochschule Nürnberg, TECNALIA Research & Innovation, Tknika (Basque Government), Trentino School of Management, Ufficio Scolastico Regionale, Universidad de Castilla- La Mancha, Universitá di Bologna, Universitat Oberta de Catalunya, University of Aveiro, University of Genoa, University of Milano-Bicocca, Victoria Mejias, and Vilnius Coding School.","Dank aan onze medewerkers van ALL DIGITAL, de Digital Education Hub en het Digital Skills and Jobs Platform voor hun steun bij het vergroten van het bewustzijn over de ontwikkeling van DigComp 3.0, en aan de personen en organisaties die hebben gereageerd op de oproep om hun werk over DigComp in te dienen: Universiteit Aarhus, ALL DIGITAL, Servicios Públicos de Empleo de CCAA y SEPE, AUPEX, CERTIPASS, Cruz Roja Española y Fundación Secretariado Gitano, Digital Skills Office bij OeAD, Dipartimento della funzione pubblica, Diputació de Barcelona, Education and Youth Board (Harno), European Council for Steiner Waldorf Education, Finse Nationale Onderwijsraad, fit4internet, Fundación Cibervoluntarios, HAN Hogeschool, ICDL Foundation, IDCERT, Junta de Castilla y León, Junta de Castilla y León, Letse Vereniging voor Informatie- en Communicatietechnologie, Liceo BR Motzo, Lyceum Sykhivsky, Nationale Academie voor Medische Wetenschappen van Oekraïne, Pix, Quality and Qualifications Ireland, Repubblica Digitale - Dipartimento per la trasformazione digitale, SCRIPT, Secretaría de Estado de Digitalización e Inteligencia Artificial, Sistemi Formativi Confindustria, SMILE Lab, Socialinnov, Technische Hochschule Nürnberg, TECNALIA Research & Innovation, Tknika (Baskische regering), Trentino School of Management, Ufficio Scolastico Regionale, Universidad de Castilla-La Mancha, Universitá di Bologna, Universitat Oberta de Catalunya, Universiteit van Aveiro, Universiteit van Genua, Universiteit van Milaan-Bicocca, Victoria Mejias, en Vilnius Coding School."
"doc.acknowledgements.executive_summary.paragraph.60e4571c7ee0","acknowledgements.executive_summary|paragraph","In today’s rapidly evolving technological landscape, digital skills are essential. The European Digital Competence Framework (DigComp) describes what is needed to be digitally competent in today’s society. This update of the framework responds to digital technological developments, trends and practices, and supports several EU policy initiatives on digital skills. As a generic transversal framework, it is non-prescriptive and acts as a starting point from which to develop, update, or evaluate initiatives that support the development of digital competence. In Europe, there is a clear need to prioritise digital competence. In 2023, only 56% of EU adults had at least basic digital skills, falling short of the 80% target set for 2030. Among secondary school students in the same year, 43% lacked basic digital skills.","In het snel evoluerende technologische landschap van vandaag zijn digitale vaardigheden essentieel. Het Europese Referentiekader voor digitale competenties (DigComp) beschrijft wat nodig is om digitaal competent te zijn in de huidige samenleving. Deze update van het kader speelt in op digitale technologische ontwikkelingen, trends en praktijken, en ondersteunt verschillende EU-beleidsinitiatieven op het gebied van digitale vaardigheden. Als generiek transversaal kader is het niet-voorschrijvend en dient het als startpunt voor het ontwikkelen, bijwerken of evalueren van initiatieven die de ontwikkeling van digitale competentie ondersteunen. In Europa is er een duidelijke noodzaak om prioriteit te geven aan digitale competentie. In 2023 beschikte slechts 56% van de volwassenen in de EU over ten minste digitale basisvaardigheden, wat achterblijft bij de doelstelling van 80% voor 2030. Van de scholieren in het voortgezet onderwijs ontbrak het in datzelfde jaar bij 43% aan digitale basisvaardigheden."
"doc.acknowledgements.executive_summary.paragraph.57410d077f23","acknowledgements.executive_summary|paragraph","Over nine in ten (92%) workers in the EU used digital technologies in their work in 2024-2025 and 30% of EU workers used AI systems in work in the same year. In 2024, 42% of EU workers reported an AI skills gap, yet only 15% had participated in AI skills training.","Meer dan negen op de tien (92%) werknemers in de EU gebruikten digitale technologieën in hun werk in 2024-2025 en 30% van de EU-werknemers gebruikte in hetzelfde jaar AI-systemen op het werk. In 2024 rapporteerde 42% van de werknemers in de EU een tekort aan AI-vaardigheden, terwijl slechts 15% had deelgenomen aan een training over AI-vaardigheden."
"doc.acknowledgements.executive_summary.paragraph.6c2e00d46042","acknowledgements.executive_summary|paragraph","DigComp promotes a shared and common understanding of digital competence – knowledge, skills and attitudes for the confident, critical and responsible use of, and engagement with, digital technologies for learning, at work, and for participation in society. It is used by a large majority of EU Member States and beyond, as well as at European and international levels, to inform policymaking; develop assessments; enhance transparency or comparability of education and training courses; recognise or validate learning (such as through digital skills certification); and define profiles of digital competence in specific jobs or roles.","DigComp bevordert een gedeeld en gemeenschappelijk begrip van digitale competentie – kennis, vaardigheden en houdingen voor het zelfverzekerde, kritische en verantwoorde gebruik van en de omgang met digitale technologieën voor leren, op het werk en voor deelname aan de samenleving. Het wordt door een grote meerderheid van de EU-lidstaten en daarbuiten gebruikt, evenals op Europees en internationaal niveau, om beleidsvorming te informeren; beoordelingen te ontwikkelen; de transparantie of vergelijkbaarheid van onderwijs- en opleidingscursussen te verbeteren; leren te erkennen of te valideren (bijvoorbeeld door certificering van digitale vaardigheden); en profielen van digitale competentie in specifieke banen of rollen te definiëren."
