"location","context","source","target"
"digcomp.statement.CS1.1.11","Competence statement CS1.1.11","Assist others in developing their digital search capabilities.","Anderen helpen bij het ontwikkelen van hun digitale zoekvaardigheden."
"digcomp.statement.CS1.1.12","Competence statement CS1.1.12","Stay informed about developments in digital search technologies.","Op de hoogte blijven van ontwikkelingen in digitale zoektechnologieën."
"digcomp.statement.CS1.1.13","Competence statement CS1.1.13","Combine a variety of digital search tools and strategies to address highly complex or specialised information needs.","Een verscheidenheid aan digitale zoekhulpmiddelen en strategieën combineren om aan zeer complexe of gespecialiseerde informatiebehoeften te voldoen."
"digcomp.statement.CS1.1.14","Competence statement CS1.1.14","Assist others to implement and refine complex or specialised searches in digital environments.","Anderen helpen bij het uitvoeren en verfijnen van complexe of gespecialiseerde zoekopdrachten in digitale omgevingen."
"digcomp.statement.CS1.1.15","Competence statement CS1.1.15","Contribute to improvements in or new solutions for complex or specialised searches in digital environments.","Bijdragen aan verbeteringen in of nieuwe oplossingen voor complexe of gespecialiseerde zoekopdrachten in digitale omgevingen."
"digcomp.statement.CS1.2.01","Competence statement CS1.2.01","Acknowledge the benefits of a cautious approach in interpreting information and content in digital environments.","De voordelen inzien van een voorzichtige aanpak bij het interpreteren van informatie en inhoud in digitale omgevingen."
"digcomp.statement.CS1.2.02","Competence statement CS1.2.02","Recognise that some digital information sources and systems may not be trustworthy.","Herkennen dat sommige digitale informatiebronnen en systemen mogelijk niet betrouwbaar zijn."
"digcomp.statement.CS1.2.03","Competence statement CS1.2.03","Recognise that it can be difficult to distinguish between information and content generated by humans and AI systems.","Herkennen dat het moeilijk kan zijn om onderscheid te maken tussen informatie en inhoud gegenereerd door mensen en door AI-systemen."
"digcomp.statement.CS1.2.04","Competence statement CS1.2.04","Recognise examples of misinformation, disinformation, and sources of bias.","Voorbeelden herkennen van misinformatie, desinformatie en bronnen van vooringenomenheid (bias)."
"digcomp.statement.CS1.2.05","Competence statement CS1.2.05","Recognise examples of social media influencing and filter bubbles.","Voorbeelden herkennen van beïnvloeding via sociale media en filterbubbels."
"digcomp.statement.CS1.2.06","Competence statement CS1.2.06","Make a basic assessment of the reliability and credibility of digital information sources and content.","Een basisbeoordeling maken van de betrouwbaarheid en geloofwaardigheid van digitale informatiebronnen en inhoud."
"digcomp.statement.CS1.2.07","Competence statement CS1.2.07","Identify the source of online information and the purposes of fact-checking services to develop pre-bunking and de-bunking capabilities.","De bron van online informatie en de doelen van factcheck-diensten identificeren om pre-bunking- en de-bunkingvaardigheden te ontwikkelen."
"digcomp.statement.CS1.2.08","Competence statement CS1.2.08","Recognise that the data used to train AI systems and how they are trained affects the reliability of the information they provide.","Besef dat de data die gebruikt wordt bij het trainen van AI-systemen en de manier waarop ze getraind worden van invloed zijn op de betrouwbaarheid van de informatie die zij leveren."
"digcomp.statement.CS1.2.09","Competence statement CS1.2.09","Recognise that some digital technologies, such as AI systems, might function like a 'black box', making it difficult to explain why or how an output has been produced.","Herkennen dat sommige digitale technologieën, zoals AI-systemen, kunnen functioneren als een 'black box', waardoor het moeilijk is om uit te leggen waarom of hoe een output is geproduceerd."
"digcomp.statement.CS1.2.10","Competence statement CS1.2.10","Recognise that AI systems may produce output which is inaccurate, even if it may seem plausible, and that the human using the AI system is responsible for checking the quality and validity of information and content generated.","Herkennen dat AI-systemen output kunnen produceren die onnauwkeurig is, zelfs als deze aannemelijk lijkt, en dat de mens die het AI-systeem gebruikt verantwoordelijk is voor het controleren van de kwaliteit en geldigheid van de gegenereerde informatie."
"digcomp.statement.CS1.2.11","Competence statement CS1.2.11","Recognise that individual (cognitive and affective) biases and AI system biases play a role in the generation and interpretation of information.","Herkennen dat individuele (cognitieve en affectieve) vooroordelen en AI-systeemvooroordelen een rol spelen bij het genereren en interpreteren van informatie."
"digcomp.statement.CS1.2.12","Competence statement CS1.2.12","Recognise and respond effectively to user-directing strategies in digital environments such as clickbait, nudging and gamification.","Gebruikerssturende strategieën in digitale omgevingen, zoals clickbait, nudging en gamificatie, herkennen en er effectief op reageren."
"digcomp.statement.CS1.2.13","Competence statement CS1.2.13","Critically assess the reliability of sources, information and content in digital environments, considering the role of AI systems, personalisation effects, and commercial or other interests.","Kritisch de betrouwbaarheid beoordelen van bronnen, informatie en inhoud in digitale omgevingen, rekening houdend met de rol van AI-systemen, personalisatie-effecten en commerciële of andere belangen."
"digcomp.statement.CS1.2.14","Competence statement CS1.2.14","Continually scrutinise how AI systems, biases, and various interests shape generation, presentation and interpretation of information in digital environments.","Voortdurend onderzoeken hoe AI-systemen, vooroordelen en verschillende belangen de generatie, presentatie en interpretatie van informatie in digitale omgevingen vormgeven."
"digcomp.statement.CS1.2.15","Competence statement CS1.2.15","Describe features of trustworthy digital technologies, such as AI systems.","Kenmerken van betrouwbare digitale technologieën, zoals AI-systemen, beschrijven."
"digcomp.statement.CS1.2.16","Competence statement CS1.2.16","Describe personal, social and political consequences of misinformation, disinformation, sources of bias, social media influencing and filter bubbles.","Persoonlijke, sociale en politieke gevolgen beschrijven van misinformatie, desinformatie, bronnen van bias, beïnvloeding via sociale media en filterbubbels."
"digcomp.statement.CS1.2.17","Competence statement CS1.2.17","Thoroughly assess the reliability and accuracy of a diversity of digital sources, information and content, considering a range of potential influencing factors.","Grondig de betrouwbaarheid en nauwkeurigheid beoordelen van een diversiteit aan digitale bronnen, informatie en inhoud, rekening houdend met een reeks mogelijke beïnvloedende factoren."
"digcomp.statement.CS1.2.18","Competence statement CS1.2.18","Support others to develop capabilities to assess the credibility and reliability of digital sources, information and content.","Anderen ondersteunen bij het ontwikkelen van vaardigheden om de geloofwaardigheid en betrouwbaarheid van digitale bronnen, informatie en inhoud te beoordelen."
"digcomp.statement.CS1.2.19","Competence statement CS1.2.19","Systematically assess and evaluate digital sources, information and content to support complex decision-making.","Systematisch digitale bronnen, informatie en inhoud beoordelen en evalueren ter ondersteuning van complexe besluitvorming."
"digcomp.statement.CS1.2.20","Competence statement CS1.2.20","Help others to develop capabilities to critically evaluate information and content, and resilience to misinformation and disinformation, in digital environments.","Anderen helpen bij het ontwikkelen van vaardigheden om informatie en inhoud kritisch te evalueren, en veerkracht op te bouwen tegen misinformatie en desinformatie in digitale omgevingen."
"digcomp.statement.CS1.2.21","Competence statement CS1.2.21","Lead or contribute to initiatives that support accurate interpretation of information in digital environments.","Leiding geven aan of bijdragen aan initiatieven die een nauwkeurige interpretatie van informatie in digitale omgevingen ondersteunen."
"digcomp.statement.CS1.3.01","Competence statement CS1.3.01","Acknowledge the benefits of managing and organising information in digital environments.","De voordelen inzien van het beheren en organiseren van informatie in digitale omgevingen."
"digcomp.statement.CS1.3.02","Competence statement CS1.3.02","Recognise functions of data removal, restoration and backup, and main properties of digital files and folders.","Functies van dataverwijdering, -herstel en -back-up herkennen, evenals de belangrijkste eigenschappen van digitale bestanden en mappen."
"digcomp.statement.CS1.3.03","Competence statement CS1.3.03","Download, save, retrieve, move and delete digital files.","Digitale bestanden downloaden, opslaan, ophalen, verplaatsen en verwijderen."
"digcomp.statement.CS1.3.04","Competence statement CS1.3.04","Organise and format simple data in a structured digital environment, such as in spreadsheets.","Eenvoudige data organiseren en formatteren in een gestructureerde digitale omgeving, zoals in spreadsheets."
"digcomp.statement.CS1.3.05","Competence statement CS1.3.05","Update one's contacts, such as on phone, email or social media.","Eigen contacten bijwerken, bijvoorbeeld op de telefoon, in e-mail of op sociale media."
"digcomp.statement.CS1.3.06","Competence statement CS1.3.06","Acknowledge the importance of careful and ethical management of data and information in digital environments.","Het belang inzien van zorgvuldig en ethisch beheer van data en informatie in digitale omgevingen."
"digcomp.statement.CS1.3.07","Competence statement CS1.3.07","Apply naming conventions to digital files and hierarchies to digital folders.","Naamgevingsconventies toepassen op digitale bestanden en hiërarchieën op digitale mappen."
"digcomp.statement.CS1.3.08","Competence statement CS1.3.08","Organise folders, and manage, save and delete files on digital devices, external storage, and cloud services.","Mappen organiseren, en bestanden beheren, opslaan en verwijderen op digitale apparaten, externe opslag en clouddiensten."
"digcomp.statement.CS1.3.09","Competence statement CS1.3.09","Identify common types of data and their formats, and use data collection tools for simple processing of data.","Veelvoorkomende soorten data en hun formaten identificeren, en hulpmiddelen voor gegevensverzameling gebruiken voor eenvoudige gegevensverwerking."
"digcomp.statement.CS1.3.10","Competence statement CS1.3.10","Manage information in one's digital accounts, such as email.","Informatie beheren in de eigen digitale accounts, zoals e-mail."
"digcomp.statement.CS1.3.11","Competence statement CS1.3.11","Organise and format data and apply basic formulas in a structured digital environment, such as in spreadsheets.","Data organiseren en formatteren en eenvoudige formules toepassen in een gestructureerde digitale omgeving, zoals in spreadsheets."
"digcomp.statement.CS1.3.12","Competence statement CS1.3.12","Prioritise ethical and transparent management and processing of data and information in digital environments.","Prioriteit geven aan ethisch en transparant beheer en verwerking van data en informatie in digitale omgevingen."
"digcomp.statement.CS1.3.13","Competence statement CS1.3.13","Apply a variety of functions to transfer and manage data and information in digital environments.","Verschillende functies toepassen om data en informatie in digitale omgevingen over te dragen en te beheren."
"digcomp.statement.CS1.3.14","Competence statement CS1.3.14","Describe examples, applications and limitations of open data and big data.","Voorbeelden, toepassingen en beperkingen van open data en big data beschrijven."
"digcomp.statement.CS1.3.15","Competence statement CS1.3.15","Use range of digital tools and methods to collect and process a variety of data and information.","Een reeks digitale hulpmiddelen en methoden gebruiken om een verscheidenheid aan data en informatie te verzamelen en te verwerken."
"digcomp.statement.CS1.3.16","Competence statement CS1.3.16","Apply appropriate analysis to information and data in digital environments to contribute to complex decision-making.","Passende analyses toepassen op informatie en data in digitale omgevingen om bij te dragen aan complexe besluitvorming."
"digcomp.statement.CS1.3.17","Competence statement CS1.3.17","Assist others with data and information management, processing and analysis in digital environments.","Anderen helpen met het beheer, de verwerking en de analyse van data en informatie in digitale omgevingen."
"digcomp.statement.CS1.3.18","Competence statement CS1.3.18","Acknowledge the importance of structuring and documenting data and information in digital environments for the benefit of others.","Het belang inzien van het structureren en documenteren van data en informatie in digitale omgevingen ten behoeve van anderen."
"digcomp.statement.CS1.3.19","Competence statement CS1.3.19","Develop and implement strategies for complex or specialised data and information management, processing and analysis in digital environments.","Strategieën ontwikkelen en implementeren voor complex of gespecialiseerd beheer, verwerking en analyse van data en informatie in digitale omgevingen."
"digcomp.statement.CS1.3.20","Competence statement CS1.3.20","Use a variety of digital tools and methods to process, manage or analyse complex data or large volumes of information.","Verschillende digitale hulpmiddelen en methoden gebruiken om complexe data of grote hoeveelheden informatie te verwerken, te beheren of te analyseren."
"digcomp.statement.CS1.3.21","Competence statement CS1.3.21","Lead or contribute to initiatives that support others in advanced information and data management, processing and analysis in digital environments.","Leiding geven aan of bijdragen aan initiatieven die anderen ondersteunen bij geavanceerd informatie- en databeheer, -verwerking en -analyse in digitale omgevingen."
"digcomp.statement.CS1.3.22","Competence statement CS1.3.22","Contribute to improvements in or new solutions for data management, processing or analysis in digital environments.","Bijdragen aan verbeteringen in of nieuwe oplossingen voor databeheer, -verwerking of -analyse in digitale omgevingen."
"digcomp.statement.CS2.1.01","Competence statement CS2.1.01","Identify and use basic features of digital communication tools to interact with individuals and groups.","Basiskenmerken van digitale communicatiehulpmiddelen identificeren en gebruiken om te interageren met individuen en groepen."
"digcomp.statement.CS2.1.02","Competence statement CS2.1.02","Acknowledge the importance of taking others’ preferences into account in digital communication.","Het belang inzien van het rekening houden met de voorkeuren van anderen in digitale communicatie."
"digcomp.statement.CS2.1.03","Competence statement CS2.1.03","Recognise differences between digital and non-digital interactions, and between physical and virtual realities.","Verschillen herkennen tussen digitale en niet-digitale interacties, en tussen fysieke en virtuele realiteiten."
"digcomp.statement.CS2.1.04","Competence statement CS2.1.04","Identify basic features of virtual assistants (chatbots) and recognise key differences between human-to-machine and human-to-human interactions.","Basiskenmerken identificeren van virtuele assistenten (chatbots) en belangrijke verschillen herkennen tussen mens-machine interacties en mens-tot-mens interacties."
"digcomp.statement.CS2.1.05","Competence statement CS2.1.05","Recognise in general terms what a robot is, the non-human nature of robots, and that humans interact with robots to carry out tasks.","In algemene termen herkennen wat een robot is, de niet-menselijke aard ervan, en dat mensen interageren met robots om taken uit te voeren."
"digcomp.statement.CS2.1.06","Competence statement CS2.1.06","Acknowledge the importance of tailoring one's digital communication to specific contexts.","Het belang inzien van het afstemmen van de eigen digitale communicatie op specifieke contexten."
"digcomp.statement.CS2.1.07","Competence statement CS2.1.07","Recognise that there is a reality-virtuality continuum in digital environments.","Herkennen dat er een realiteit-virtualiteit-continuüm bestaat in digitale omgevingen."
"digcomp.statement.CS2.1.08","Competence statement CS2.1.08","Identify a suitable communication means for a given context or purpose.","Een geschikt communicatiemiddel identificeren voor een gegeven context of doel."
"digcomp.statement.CS2.1.09","Competence statement CS2.1.09","Use multiple features of a variety of digital communication tools to interact with and manage individuals, groups and channels.","Meerdere kenmerken van verschillende digitale communicatiehulpmiddelen gebruiken om te interageren met en het beheren van individuen, groepen en kanalen."
"digcomp.statement.CS2.1.10","Competence statement CS2.1.10","Develop and refine questions, commands or statements (prompts) for virtual assistants (chatbots) and AI systems to handle non-complex interactions.","Vragen, commando's of verklaringen (prompts) ontwikkelen en verfijnen voor virtuele assistenten (chatbots) en AI-systemen om niet-complexe interacties af te handelen."
"digcomp.statement.CS2.1.11","Competence statement CS2.1.11","Define how humans can interact with robots, identifying their key features (such as sensors, software, motion controls and human interface), and recognising that they can operate with varying degrees of autonomy.","Definiëren hoe mensen kunnen interageren met robots, hun belangrijkste kenmerken identificeren (zoals sensoren, software, bewegingsregelaars en menselijke interface), en herkennen dat ze kunnen werken met verschillende mate van autonomie."
"digcomp.statement.CS2.1.12","Competence statement CS2.1.12","Continually adapt communication in digital environments in response to a variety of contexts.","Communicatie in digitale omgevingen voortdurend aanpassen als reactie op een verscheidenheid aan contexten."
"digcomp.statement.CS2.1.13","Competence statement CS2.1.13","Combine digital communication tools and methods for complex communication and interaction tasks.","Digitale communicatiehulpmiddelen en -methoden combineren voor complexe communicatie- en interactietaken."
"digcomp.statement.CS2.1.14","Competence statement CS2.1.14","Systematically develop and progressively refine questions, commands or statements (prompts) for AI systems to handle complex interactions.","Systematisch vragen, commando's of verklaringen (prompts) voor AI-systemen ontwikkelen en geleidelijk verfijnen om complexe interacties af te handelen."
"digcomp.statement.CS2.1.15","Competence statement CS2.1.15","Assist others to assess and select suitable digital communication tools for a given purpose.","Anderen helpen bij het beoordelen en selecteren van geschikte digitale communicatiehulpmiddelen voor een bepaald doel."
"digcomp.statement.CS2.1.16","Competence statement CS2.1.16","Organise and/or moderate complex digital events.","Organiseren en/of modereren van complexe digitale evenementen."
"digcomp.statement.CS2.1.17","Competence statement CS2.1.17","Assess benefits and disadvantages of robotic applications in a specific context.","Voordelen en nadelen van robottoepassingen in een specifieke context beoordelen."
"digcomp.statement.CS2.1.18","Competence statement CS2.1.18","Stay informed about developments in digital communication and interaction tools and methods.","Op de hoogte blijven van ontwikkelingen in hulpmiddelen en methoden voor digitale communicatie en interactie."
"digcomp.statement.CS2.1.19","Competence statement CS2.1.19","Assess and combine digital communication and interaction tools for highly complex or novel tasks.","Digitale communicatie- en interactiehulpmiddelen beoordelen en combineren voor zeer complexe of nieuwe taken."
"digcomp.statement.CS2.1.20","Competence statement CS2.1.20","Provide guidance, support or leadership in the advanced use of communication and interaction tools.","Begeleiding, ondersteuning of leiderschap bieden bij het geavanceerde gebruik van communicatie- en interactiehulpmiddelen."
"digcomp.statement.CS2.1.21","Competence statement CS2.1.21","Lead or contribute to improvements in or new solutions for digital communication or human-machine interaction.","Leiden van of bijdragen aan verbeteringen in of nieuwe oplossingen voor digitale communicatie of mens-machine interactie."
"digcomp.statement.CS2.2.01","Competence statement CS2.2.01","Acknowledge the importance of ethical and responsible sharing of information and content.","Het belang inzien van ethisch en verantwoord delen van informatie en inhoud."
"digcomp.statement.CS2.2.02","Competence statement CS2.2.02","Identify functions and uses of social media, and examples of common social media platforms.","Functies en toepassingen van sociale media identificeren, evenals voorbeelden van veelvoorkomende sociale mediaplatforms."
"digcomp.statement.CS2.2.03","Competence statement CS2.2.03","Recognise benefits and risks of sharing information and content in digital environments, and that individuals can choose how and what to share.","Voordelen en risico's herkennen van het delen van informatie en inhoud in digitale omgevingen, en dat individuen kunnen kiezen hoe en wat ze delen."
"digcomp.statement.CS2.2.04","Competence statement CS2.2.04","Recognise that content can be shared in a variety of ways by AI systems as well as humans.","Herkennen dat inhoud op verschillende manieren kan worden gedeeld door zowel AI-systemen als mensen."
"digcomp.statement.CS2.2.05","Competence statement CS2.2.05","Identify purpose and target audience of information and content to be shared in digital environments.","Doel en doelgroep identificeren van informatie en inhoud die gedeeld gaat worden in digitale omgevingen."
"digcomp.statement.CS2.2.06","Competence statement CS2.2.06","Use simple processes to share information and content in digital environments appropriately and in accordance with goals.","Eenvoudige processen gebruiken om informatie en inhoud op een passende manier en in overeenstemming met de doelen te delen in digitale omgevingen."
"digcomp.statement.CS2.2.07","Competence statement CS2.2.07","Acknowledge the importance of assessing the value and accuracy of information and content prior to sharing it in digital environments.","Het belang inzien van het beoordelen van de waarde en nauwkeurigheid van informatie en inhoud voordat deze in digitale omgevingen wordt gedeeld."
"digcomp.statement.CS2.2.08","Competence statement CS2.2.08","Define responsibilities associated with sharing information and content in digital environments.","Verantwoordelijkheden definiëren die verbonden zijn aan het delen van informatie en inhoud in digitale omgevingen."
"digcomp.statement.CS2.2.09","Competence statement CS2.2.09","Describe and implement effective and ethical ways to share information and content in a variety of digital environments.","Effectieve en ethische manieren beschrijven en implementeren om informatie en inhoud te delen in verschillende digitale omgevingen."
"digcomp.statement.CS2.2.10","Competence statement CS2.2.10","Report or flag misinformation and disinformation that has been shared in digital environments.","Misinformatie en desinformatie die gedeeld is in digitale omgevingen rapporteren of markeren."
"digcomp.statement.CS2.2.11","Competence statement CS2.2.11","Acknowledge the value of sharing information and content in digital environments to assist others.","De waarde inzien van het delen van informatie en inhoud in digitale omgevingen om anderen te helpen."
"digcomp.statement.CS2.2.12","Competence statement CS2.2.12","Share information and content in digital environments to support personal, learning or professional goals of oneself and others.","Informatie en inhoud delen in digitale omgevingen ter ondersteuning van persoonlijke, leer- of professionele doelen van zichzelf en anderen."
"digcomp.statement.CS2.2.13","Competence statement CS2.2.13","Advise others on effective and ethical ways to share information and content in digital environments.","Anderen adviseren over effectieve en ethische manieren om informatie en inhoud te delen in digitale omgevingen."
"digcomp.statement.CS2.2.14","Competence statement CS2.2.14","Facilitate complex sharing of information across a variety of digital technologies, exploring new and alternative means as needed.","Complex delen van informatie over verschillende digitale technologieën heen faciliteren, indien nodig nieuwe en alternatieve middelen verkennend."
"digcomp.statement.CS2.2.15","Competence statement CS2.2.15","Contribute to complex or specialised initiatives for sharing information and content in digital environments.","Bijdragen aan complexe of gespecialiseerde initiatieven voor het delen van informatie en inhoud in digitale omgevingen."
"digcomp.statement.CS2.2.16","Competence statement CS2.2.16","Lead or contribute to improvements in or new solutions for sharing information and content in digital environments.","Leiding geven aan of bijdragen aan verbeteringen in of nieuwe oplossingen voor het delen van informatie en inhoud in digitale omgevingen."
"digcomp.statement.CS2.3.01","Competence statement CS2.3.01","Identify main purposes and functions of digital platforms and services, using them with assistance as needed.","De belangrijkste doelen en functies van digitale platforms en diensten identificeren, deze gebruiken met hulp indien nodig."
"digcomp.statement.CS2.3.02","Competence statement CS2.3.02","Recognise the potential of digital technologies for participation and empowerment – and exclusion – of oneself and specific groups and communities.","Het potentieel van digitale technologieën herkennen voor participatie en empowerment – en uitsluiting – van zichzelf en specifieke groepen en gemeenschappen."
"digcomp.statement.CS2.3.03","Competence statement CS2.3.03","Recognise that there are laws and regulations to protect the rights of users of digital platforms and services.","Herkennen dat er wetten en regels zijn om de rechten van gebruikers van digitale platforms en diensten te beschermen."
"digcomp.statement.CS2.3.04","Competence statement CS2.3.04","Use digital tools to search for and find communities for civic participation on issues of interest.","Digitale hulpmiddelen gebruiken om te zoeken naar en het vinden van gemeenschappen voor maatschappelijke participatie over onderwerpen van belang."
"digcomp.statement.CS2.3.05","Competence statement CS2.3.05","Participate in discussions on digital citizenship topics.","Deelnemen aan discussies over onderwerpen die te maken hebben met digitaal burgerschap."
"digcomp.statement.CS2.3.06","Competence statement CS2.3.06","Prioritise the exploration of ways that digital technologies can enhance one’s civic and societal participation.","Prioriteit geven aan het verkennen van manieren waarop digitale technologieën de eigen maatschappelijke participatie kunnen versterken."
"digcomp.statement.CS2.3.07","Competence statement CS2.3.07","Describe the potential benefits of common forms of digital participation, recognising that civic participation occurs along a continuum.","De potentiële voordelen beschrijven van veelvoorkomende vormen van digitale participatie, erkennend dat maatschappelijke participatie plaatsvindt op een continuüm."
"digcomp.statement.CS2.3.08","Competence statement CS2.3.08","Recognise key rights under relevant digital laws and regulations, and define how to exercise them.","Belangrijke rechten onder relevante digitale wetten en regels herkennen, en definiëren hoe deze uit te oefenen."
"digcomp.statement.CS2.3.09","Competence statement CS2.3.09","Describe how digital technologies such as social media platforms can influence some aspects of basic democracy (for example, distortion of the electoral process).","Beschrijven hoe digitale technologieën zoals sociale mediaplatforms bepaalde aspecten van de basisdemocratie kunnen beïnvloeden (bijvoorbeeld door beïnvloeding van het verkiezingsproces)."
"digcomp.statement.CS2.3.10","Competence statement CS2.3.10","Describe the concept of the platform economy, including opportunities, risks, social and ethical implications.","Het concept van de platformeconomie beschrijven, inclusief kansen, risico's, sociale en ethische implicaties."
"digcomp.statement.CS2.3.11","Competence statement CS2.3.11","Describe the concepts and functions of civic monitoring and e-Government.","Het concept en de functies van maatschappelijke monitoring en e-overheid beschrijven."
"digcomp.statement.CS2.3.12","Competence statement CS2.3.12","Interact autonomously and effectively with digital platforms and services.","Autonoom en effectief interageren met digitale platforms en diensten."
"digcomp.statement.CS2.3.13","Competence statement CS2.3.13","Participate in discussions on digital technologies' ethical, political and social implications, prioritising the continual exploration of ways in which digital technologies can support empowerment and civic participation.","Deelnemen aan discussies over de ethische, politieke en sociale implicaties van digitale technologieën, met prioriteit voor het voortdurend verkennen van manieren waarop digitale technologieën empowerment en maatschappelijke participatie kunnen ondersteunen."
"digcomp.statement.CS2.3.14","Competence statement CS2.3.14","Assess the potential of digital technologies for inclusion, exclusion, and civic intervention.","Het potentieel van digitale technologieën voor inclusie, uitsluiting en maatschappelijke interventie beoordelen."
"digcomp.statement.CS2.3.15","Competence statement CS2.3.15","Assess several implications of digital technologies such as social media platforms in democratic processes.","Verschillende implicaties van digitale technologieën zoals sociale mediaplatforms in democratische processen beoordelen."
"digcomp.statement.CS2.3.16","Competence statement CS2.3.16","Distinguish between high-risk and prohibited AI systems (according to legislation) and their potential societal, political or economic impacts.","Onderscheid maken tussen hoogrisico en verboden AI-systemen (volgens wetgeving) en hun potentiële maatschappelijke, politieke of economische effecten."
"digcomp.statement.CS2.3.17","Competence statement CS2.3.17","Assist others to identify opportunities and participate in digital environments for (self or community) empowerment and civic participation.","Anderen helpen bij het identificeren van kansen en het participeren in digitale omgevingen voor empowerment en maatschappelijke participatie (van zichzelf of de gemeenschap)."
"digcomp.statement.CS2.3.18","Competence statement CS2.3.18","Support others to inform themselves about and exercise their rights under digital legislation.","Anderen ondersteunen bij het zich informeren over en het uitoefenen van hun rechten onder digitale wetgeving."
"digcomp.statement.CS2.3.19","Competence statement CS2.3.19","Use up-to-date knowledge of digital technologies and legislative developments to evaluate impacts of digital technologies on society, political processes, or the economy, from a range of perspectives.","Actuele kennis van digitale technologieën en wetsontwikkelingen gebruiken om de effecten van digitale technologieën op de samenleving, politieke processen of de economie te evalueren, vanuit verschillende perspectieven."
"digcomp.statement.CS2.3.20","Competence statement CS2.3.20","Assist others to comprehend the main provisions of digital legislation, given a specific context.","Anderen helpen de belangrijkste bepalingen van digitale wetgeving te begrijpen, gegeven een specifieke context."
"digcomp.statement.CS2.3.21","Competence statement CS2.3.21","Lead or design digital citizenship initiatives, for example to promote civic participation, inclusion or empowerment.","Leiding geven aan of ontwerpen van digitale burgerschapsinitiatieven, bijvoorbeeld om maatschappelijke participatie, inclusie of empowerment te bevorderen."
"digcomp.statement.CS2.4.01","Competence statement CS2.4.01","Participate in collaborative groups via digital collaboration tools, recognising their benefits and limitations.","Deelnemen aan samenwerkingsgroepen via digitale samenwerkingshulpmiddelen, hun voordelen en beperkingen herkennend."
"digcomp.statement.CS2.4.02","Competence statement CS2.4.02","Recognise the presence of AI systems in digital collaboration tools.","De aanwezigheid van AI-systemen in digitale samenwerkingshulpmiddelen herkennen."
"digcomp.statement.CS2.4.03","Competence statement CS2.4.03","Acknowledge the importance of effective communication skills for successful collaboration in digital environments.","Het belang inzien van effectieve communicatieve vaardigheden voor succesvolle samenwerking in digitale omgevingen."
"digcomp.statement.CS2.4.04","Competence statement CS2.4.04","Create, manage and contribute effectively to simple collaborative tasks in digital environments.","Eenvoudige samenwerkingstaken in digitale omgevingen creëren, beheren en er effectief aan bijdragen."
"digcomp.statement.CS2.4.05","Competence statement CS2.4.05","Recognise main features and functions of a variety of collaboration tools, selecting them to meet collaboration goals.","Belangrijkste kenmerken en functies van verschillende samenwerkingshulpmiddelen herkennen, en deze selecteren om samenwerkingsdoelen te bereiken."
"digcomp.statement.CS2.4.06","Competence statement CS2.4.06","Identify examples of ethical, responsible and effective human-AI collaboration.","Voorbeelden identificeren van ethische, verantwoordelijke en effectieve samenwerking tussen mens en AI."
